Year,Month,count,mean,std,min,25%,50%,75%,max,monthly_mean
2009,5,31,0.489019355,0.878470775,0,0,0.007,0.53465,3.1235,15.1596
2009,6,30,0.320173333,0.753545836,0,0,0,0.241525,3.3947,9.6052
2009,7,31,0.20566129,0.515777871,0,0,0,0.06275,2.4823,6.3755
2009,8,31,0.166748387,0.492861229,0,0,0.0004,0.03925,2.5603,5.1692
2009,9,30,0.259403333,0.967073338,0,0,0.00025,0.0092,4.7685,7.7821
2009,10,31,0.079403226,0.242909811,0,0,0,0.00075,1.0506,2.4615
2009,11,30,0.41756,1.294482784,0,0,0,0.021575,6.4274,12.5268
2009,12,31,0.378887097,0.782092072,0,0,0.0215,0.33985,3.7051,11.7455
2010,1,31,0.288312903,1.009596357,0,0,0,0.0233,4.9174,8.9377
2010,2,28,0.083721429,0.150070663,0,0.0009,0.00845,0.07455,0.5893,2.3442
2010,3,31,0.418070968,1.274832616,0,0,0,0.0071,6.0259,12.9602
2010,4,30,0.113046667,0.3091357,0,0,0,0,1.2413,3.3914
2010,5,31,0.179883871,0.475559082,0,0,0,0.04855,2.1851,5.5764
2010,6,30,0.04577,0.178788388,0,0,0,0.000725,0.9666,1.3731
2010,7,31,0.126906452,0.330880833,0,0,0,0.0584,1.6542,3.9341
2010,8,31,0.166870968,0.373567886,0,0,0,0.16295,1.7679,5.173
2010,9,30,0.277066667,0.884295262,0,0,0,0.000725,4.3935,8.312
2010,10,31,0.093667742,0.308319625,0,0,0,0.0006,1.5053,2.9037
2010,11,30,0.065336667,0.254065208,0,0,0,0,1.3565,1.9601
2010,12,31,0.214064516,1.137790712,0,0,0,0.00775,6.3421,6.636
2011,1,31,0.018254839,0.044424527,0,0,0,0.00425,0.1656,0.5659
2011,2,28,0.106142857,0.31178599,0,0,0,0.00085,1.4008,2.972
2011,3,31,0.221432258,0.931356853,0,0,0,0.008,5.1585,6.8644
2011,4,30,0.4369,1.079015059,0,0,0,0.051575,4.1367,13.107
2011,5,31,0.16903871,0.344492232,0,0,0.0001,0.24275,1.3385,5.2402
2011,6,30,0.106263333,0.426185748,0,0,0,0.037,2.3305,3.1879
2011,7,31,0.239383871,0.789325179,0,0,0,0.0011,3.7332,7.4209
2011,8,31,0.056229032,0.181876257,0,0,0,0.0002,0.7987,1.7431
2011,9,30,0.612423333,2.385569955,0,0,0.00025,0.108375,12.9808,18.3727
2011,10,31,0.142103226,0.485208983,0,0,0,0.0057,2.6256,4.4052
2011,11,30,0.658073333,2.715700476,0,0,0,0.001125,14.6183,19.7422
2011,12,31,0.168912903,0.532975747,0,0,0,0.00355,2.7401,5.2363
2012,1,31,0.068870968,0.197212167,0,0,0,0.00595,0.9462,2.135
2012,2,29,0.362937931,1.531220953,0,0,0,0.0246,8.1502,10.5252
2012,3,31,0.142490323,0.359423613,0,0,0.0003,0.0278,1.6683,4.4172
2012,4,30,0.140263333,0.4302868,0,0,0,0.00175,1.72,4.2079
2012,5,31,0.198041935,0.443151553,0,0,0,0.03955,1.9997,6.1393
2012,6,30,0.25552,0.951545328,0,0,0,0.00535,5.1088,7.6656
2012,7,31,0.088629032,0.379945714,0,0,0.0004,0.02765,2.1257,2.7475
2012,8,31,0.082509677,0.349079649,0,0,0,0.0014,1.9408,2.5578
2012,9,30,0.25924,0.945637206,0,0,0,0.000275,4.8156,7.7772
2012,10,31,0.029351613,0.074738405,0,0,0,0.00725,0.3141,0.9099
2012,11,30,0.01158,0.043650085,0,0,0,0,0.1734,0.3474
2012,12,31,0.038887097,0.11114901,0,0,0,0.014,0.478,1.2055
2013,1,31,0.62903871,2.171292664,0,0,0,0.01395,11.643,19.5002
2013,2,28,0.133746429,0.538557751,0,0,0.0001,0.003525,2.7637,3.7449
2013,3,31,0.088732258,0.24823512,0,0,0,0.0075,1.1231,2.7507
2013,4,30,0.361573333,1.329339386,0,0,0,0.00015,6.9858,10.8472
2013,5,31,0.326458065,1.018113664,0,0,0,0.1206,5.5238,10.1202
2013,6,30,0.216143333,0.51496224,0,0,0.0002,0.17335,2.5182,6.4843
2013,7,31,0.955212903,2.256094925,0,0,0.0084,0.5376,11.1814,29.6116
2013,8,31,0.14703871,0.436357828,0,0,0.0001,0.0747,2.2006,4.5582
2013,9,30,0.052883333,0.203968649,0,0,0,7.50E-05,0.9288,1.5865
2013,10,31,0.118006452,0.547779262,0,0,0,0.00055,3.0404,3.6582
2013,11,30,0.095656667,0.328061877,0,0,0,0.00275,1.7294,2.8697
2013,12,31,0.210854839,0.519958357,0,0,0,0.03955,1.9974,6.5365
2014,1,31,0.038825806,0.123830599,0,0,0,0.00475,0.5843,1.2036
2014,2,28,0.254685714,0.643624548,0,0,0.0001,0.077425,2.7604,7.1312
2014,3,31,0.07933871,0.230510886,0,0,0.0002,0.02285,1.216,2.4595
2014,4,30,0.232523333,0.633169594,0,0,0,0.00085,2.3352,6.9757
2014,5,31,0.314896774,1.352356921,0,0,0,0.0047,7.2736,9.7618
2014,6,30,0.199653333,0.514358278,0,0,0,0.0507,2.1714,5.9896
2014,7,31,0.540090323,2.668205462,0,0,0,0.01455,14.8706,16.7428
2014,8,31,0.53,1.160292387,0,0,0.0019,0.1697,4.8722,16.43
2014,9,30,0.08843,0.279919041,0,0,0.0002,0.011875,1.4024,2.6529
2014,10,31,0.256874194,0.830695407,0,0,0,0.0562,4.3245,7.9631
2014,11,30,0.194966667,0.598287011,0,0,0,0.000525,2.8706,5.849
2014,12,31,0.049651613,0.160487318,0,0,0,0.00835,0.7951,1.5392
2015,1,31,0.023212903,0.063908678,0,0,0,0.00015,0.265,0.7196
2015,2,28,0.021407143,0.101218399,0,0,0,0.00115,0.5369,0.5994
2015,3,31,0.149348387,0.479221012,0,0,0,0.02655,2.5529,4.6298
2015,4,30,0.411206667,1.610285136,0,0,0.0083,0.089225,8.8467,12.3362
2015,5,31,0.134751613,0.395275215,0,0,0,0.0098,1.8232,4.1773
2015,6,30,0.215283333,0.42687696,0,0,0.0057,0.10385,1.3289,6.4585
2015,7,31,0.20473871,0.41972417,0,0,0,0.15605,1.8928,6.3469
2015,8,31,0.152712903,0.442474167,0,0,0,0.008,2.3163,4.7341
2015,9,30,1.36361,4.167747913,0,0,0,0.105575,20.7794,40.9083
2015,10,31,0.426109677,1.331100861,0,0,0,0.003,6.209,13.2094
2015,11,30,0.41947,1.549418646,0,0,0,0.001875,7.262,12.5841
2015,12,31,0.171022581,0.394217932,0,0,0,0.1292,1.438,5.3017
2016,1,31,0.092396774,0.222692135,0,0,0,0.0075,1.0776,2.8643
2016,2,29,0.279893103,0.815375064,0,0,0,0.0853,4.129,8.1169
2016,3,31,0.165812903,0.699903585,0,0,0,0.0027,3.8907,5.1402
2016,4,30,0.072773333,0.248140826,0,0,0,0.001625,1.3108,2.1832
2016,5,31,0.249051613,0.566966392,0,0,0.0015,0.09035,2.5489,7.7206
2016,6,30,0.3823,1.242241259,0,0,0,0.04635,5.8793,11.469
2016,7,31,0.22553871,0.46792094,0,0,0.0176,0.165,2.0282,6.9917
2016,8,31,0.427283871,1.082453907,0,0,0,0.1681,4.6004,13.2458
2016,9,30,0.363313333,0.904285352,0,0,0,0.066425,4.3501,10.8994
2016,10,31,0.458970968,2.239214951,0,0,0,0,12.463,14.2281
2016,11,30,0.057653333,0.229366556,0,0,0,0,1.1221,1.7296
2016,12,31,0.126648387,0.448123526,0,0,0,0.02805,2.3672,3.9261
2017,1,31,0.263925806,1.04511922,0,0,0.0005,0.0351,5.7617,8.1817
2017,2,28,0.020257143,0.06081649,0,0,0,0,0.2675,0.5672
2017,3,31,0.125277419,0.424787218,0,0,0,0.00245,2.2458,3.8836
2017,4,30,0.32421,0.736469949,0,0,0.0016,0.09885,2.7145,9.7263
2017,5,31,1.031954839,3.654842896,0,0,0,0.71785,20.3732,31.9906
2017,6,30,0.213166667,0.746269302,0,0,0,0.042925,4.0378,6.395
2017,7,31,0.0768,0.185145869,0,0,0,0.01955,0.6636,2.3808
2017,8,31,0.072919355,0.196982282,0,0,0,0.03095,0.9831,2.2605
2017,9,30,0.123923333,0.338238528,0,0,0,0.0014,1.3715,3.7177
2017,10,31,0.468103226,1.48533789,0,0,0,0.0034,7.1094,14.5112
2017,11,30,0.01731,0.050329578,0,0,0,0.0004,0.2311,0.5193
2017,12,31,0.006209677,0.017514915,0,0,0,0.00175,0.0897,0.1925
2018,1,31,0.03866129,0.087467936,0,0,0,0.0102,0.3356,1.1985
2018,2,28,0.219942857,0.708103149,0,0,0.0021,0.03095,3.5104,6.1584
2018,3,31,0.128058065,0.279601553,0,0,0,0.0391,1.0585,3.9698
2018,4,30,0.30295,0.855630388,0,0,0,0.0593,4.2112,9.0885
2018,5,31,0.477506452,1.074002953,0,0,0.0096,0.2803,3.9555,14.8027
2018,6,30,0.495436667,1.922492655,0,0,0,0.024,10.2546,14.8631
2018,7,31,0.58536129,1.974153084,0,0,0,0.17065,10.7251,18.1462
2018,8,31,0.114374194,0.28272966,0,0,0.0002,0.1156,1.5042,3.5456
2018,9,30,1.126363333,2.627480918,0,0,0.0135,1.2164,13.3952,33.7909
2018,10,31,0.799506452,3.668409634,0,0,0,0.0477,20.4132,24.7847
2018,11,30,0.22032,0.447060272,0,0,0,0.221425,2.001,6.6096
2018,12,31,0.236248387,0.686828376,0,0,0,0.0151,3.1838,7.3237
