Year,Month,comid,count_Temp,monthly_mean_Temp_C_pd,std_Temp,min_Temp,25%_Temp,50%_Temp,75%_Temp,max_Temp,count_Precip,monthly_mean_Precip_mm_pd,std_Precip,min_Precip,25%_Precip,50%_Precip,75%_Precip,max_Precip,count_Runoff,monthly_mean_Runoff_mm_pd,std_Runoff,min_Runoff,25%_Runoff,50%_Runoff,75%_Runoff,max_Runoff
1981,3,8625775,31,5.406774194,4.093714195,-2.09,2.64,4.58,7.185,15.45,31,1.819032258,4.740875696,0,0,0,0.4,20.03,31,0.096529032,0.39573045,0,0,0,0.0002,2.1452
1981,3,8627469,31,5.909677419,4.001023606,-1.48,3.15,5.3,7.66,15.89,31,1.725806452,4.367132373,0,0,0,0.555,19.07,31,0.087680645,0.374210997,0,0,0,0.0006,2.0526
1981,3,8628577,31,4.235806452,4.204720184,-3.35,1.385,3.19,6.23,14.35,31,1.779677419,4.671741634,0,0,0,0.23,19.43,31,0.072219355,0.293668139,0,0,0,0.0001,1.6118
1981,3,8628579,31,4.235806452,4.204720184,-3.35,1.385,3.19,6.23,14.35,31,1.779677419,4.671741634,0,0,0,0.23,19.43,31,0.072219355,0.293668139,0,0,0,0.0001,1.6118
1981,3,8628581,31,4.235806452,4.204720184,-3.35,1.385,3.19,6.23,14.35,31,1.779677419,4.671741634,0,0,0,0.23,19.43,31,0.072219355,0.293668139,0,0,0,0.0001,1.6118
1981,3,8628587,31,4.235806452,4.204720184,-3.35,1.385,3.19,6.23,14.35,31,1.779677419,4.671741634,0,0,0,0.23,19.43,31,0.072219355,0.293668139,0,0,0,0.0001,1.6118
1981,3,8628591,31,4.235806452,4.204720184,-3.35,1.385,3.19,6.23,14.35,31,1.779677419,4.671741634,0,0,0,0.23,19.43,31,0.072219355,0.293668139,0,0,0,0.0001,1.6118
1981,3,8628603,31,4.235806452,4.204720184,-3.35,1.385,3.19,6.23,14.35,31,1.779677419,4.671741634,0,0,0,0.23,19.43,31,0.072219355,0.293668139,0,0,0,0.0001,1.6118
1981,3,8628611,31,4.235806452,4.204720184,-3.35,1.385,3.19,6.23,14.35,31,1.779677419,4.671741634,0,0,0,0.23,19.43,31,0.072219355,0.293668139,0,0,0,0.0001,1.6118
1981,3,8628623,31,4.235806452,4.204720184,-3.35,1.385,3.19,6.23,14.35,31,1.779677419,4.671741634,0,0,0,0.23,19.43,31,0.072219355,0.293668139,0,0,0,0.0001,1.6118
1981,3,8628627,31,4.235806452,4.204720184,-3.35,1.385,3.19,6.23,14.35,31,1.779677419,4.671741634,0,0,0,0.23,19.43,31,0.072219355,0.293668139,0,0,0,0.0001,1.6118
1981,3,8628631,31,4.235806452,4.204720184,-3.35,1.385,3.19,6.23,14.35,31,1.779677419,4.671741634,0,0,0,0.23,19.43,31,0.072219355,0.293668139,0,0,0,0.0001,1.6118
1981,3,8628641,31,4.235806452,4.204720184,-3.35,1.385,3.19,6.23,14.35,31,1.779677419,4.671741634,0,0,0,0.23,19.43,31,0.072219355,0.293668139,0,0,0,0.0001,1.6118
1981,3,8628643,31,4.235806452,4.204720184,-3.35,1.385,3.19,6.23,14.35,31,1.779677419,4.671741634,0,0,0,0.23,19.43,31,0.072219355,0.293668139,0,0,0,0.0001,1.6118
1981,3,8629331,31,4.235806452,4.204720184,-3.35,1.385,3.19,6.23,14.35,31,1.779677419,4.671741634,0,0,0,0.23,19.43,31,0.072219355,0.293668139,0,0,0,0.0001,1.6118
1981,4,8625279,30,14.956,3.936079443,6.96,12.7125,15.725,17.1775,21.92,30,1.941,3.279281198,0,0,0.39,1.9375,12.57,30,0.040903333,0.099489977,0,0,0.00025,0.015,0.4921
1981,4,8625313,30,14.956,3.936079443,6.96,12.7125,15.725,17.1775,21.92,30,1.941,3.279281198,0,0,0.39,1.9375,12.57,30,0.040903333,0.099489977,0,0,0.00025,0.015,0.4921
1981,4,8625375,30,14.618,3.971550032,6.48,12.1675,15.21,17.2125,21.65,30,1.835,3.313143887,0,0,0.34,1.8525,14.26,30,0.039096667,0.11223486,0,0,0.00025,0.020575,0.5672
1981,4,8625523,30,14.618,3.971550032,6.48,12.1675,15.21,17.2125,21.65,30,1.835,3.313143887,0,0,0.34,1.8525,14.26,30,0.039096667,0.11223486,0,0,0.00025,0.020575,0.5672
1981,4,8625547,30,14.618,3.971550032,6.48,12.1675,15.21,17.2125,21.65,30,1.835,3.313143887,0,0,0.34,1.8525,14.26,30,0.039096667,0.11223486,0,0,0.00025,0.020575,0.5672
1981,4,8625615,30,14.618,3.971550032,6.48,12.1675,15.21,17.2125,21.65,30,1.835,3.313143887,0,0,0.34,1.8525,14.26,30,0.039096667,0.11223486,0,0,0.00025,0.020575,0.5672
1981,4,8625685,30,14.618,3.971550032,6.48,12.1675,15.21,17.2125,21.65,30,1.835,3.313143887,0,0,0.34,1.8525,14.26,30,0.039096667,0.11223486,0,0,0.00025,0.020575,0.5672
1981,4,8625697,30,14.618,3.971550032,6.48,12.1675,15.21,17.2125,21.65,30,1.835,3.313143887,0,0,0.34,1.8525,14.26,30,0.039096667,0.11223486,0,0,0.00025,0.020575,0.5672
1981,4,8625717,30,14.618,3.971550032,6.48,12.1675,15.21,17.2125,21.65,30,1.835,3.313143887,0,0,0.34,1.8525,14.26,30,0.039096667,0.11223486,0,0,0.00025,0.020575,0.5672
1981,4,8625727,30,14.618,3.971550032,6.48,12.1675,15.21,17.2125,21.65,30,1.835,3.313143887,0,0,0.34,1.8525,14.26,30,0.039096667,0.11223486,0,0,0.00025,0.020575,0.5672
1981,4,8625731,30,14.618,3.971550032,6.48,12.1675,15.21,17.2125,21.65,30,1.835,3.313143887,0,0,0.34,1.8525,14.26,30,0.039096667,0.11223486,0,0,0.00025,0.020575,0.5672
1981,4,8625735,30,14.618,3.971550032,6.48,12.1675,15.21,17.2125,21.65,30,1.835,3.313143887,0,0,0.34,1.8525,14.26,30,0.039096667,0.11223486,0,0,0.00025,0.020575,0.5672
1981,4,8625739,30,14.618,3.971550032,6.48,12.1675,15.21,17.2125,21.65,30,1.835,3.313143887,0,0,0.34,1.8525,14.26,30,0.039096667,0.11223486,0,0,0.00025,0.020575,0.5672
1981,4,8625747,30,14.618,3.971550032,6.48,12.1675,15.21,17.2125,21.65,30,1.835,3.313143887,0,0,0.34,1.8525,14.26,30,0.039096667,0.11223486,0,0,0.00025,0.020575,0.5672
1981,4,8625775,30,14.618,3.971550032,6.48,12.1675,15.21,17.2125,21.65,30,1.835,3.313143887,0,0,0.34,1.8525,14.26,30,0.039096667,0.11223486,0,0,0.00025,0.020575,0.5672
