,,0-10cm,0-10cm,0-10cm,0-10cm,0-10cm,0-10cm,0-10cm,0-10cm,10-40cm,10-40cm,10-40cm,10-40cm,10-40cm,10-40cm,10-40cm,10-40cm,40-100cm,40-100cm,40-100cm,40-100cm,40-100cm,40-100cm,40-100cm,40-100cm,100-200cm,100-200cm,100-200cm,100-200cm,100-200cm,100-200cm,100-200cm,100-200cm,0-100cm,0-100cm,0-100cm,0-100cm,0-100cm,0-100cm,0-100cm,0-100cm,0-200cm,0-200cm,0-200cm,0-200cm,0-200cm,0-200cm,0-200cm,0-200cm
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
1985,9,30,24.892,0.925513464,23.2,24.1925,24.965,25.49,27.26,30,75.67766667,2.562941041,71.61,73.495,75.965,77.4125,81.26,30,154.6766667,5.818323217,146.4,150.4,154.3,157.95,167.5,30,269.0266667,11.67658823,253,259.475,267.3,277.325,292.4,30,255.25,8.971054987,242.5,247.825,255.3,260.225,275.3,30,524.2833333,20.52838377,495.5,507.3,523.25,537.2,567.7
1985,10,31,25.93935484,2.161479332,23.31,24.305,25.34,27.315,31.23,31,78.68870968,4.748461324,71.94,75.375,78.06,81.43,92.11,31,156.8580645,4.90929555,146,153.9,157.3,159.7,165.2,31,257.3193548,2.278364816,252.1,256.3,258,259.1,260.4,31,261.4903226,9.858578492,241.8,255.15,261.4,268.7,280.1,31,518.816129,9.857217213,494.1,512.35,520.7,526.1,533.5
1985,11,30,28.49866667,2.754254056,25.52,26.4625,27.455,30.0075,34.54,30,86.49633333,7.110783692,79.03,80.9925,83.9,90.18,102.3,30,175.7166667,11.2028655,162.8,168.4,171.75,180.625,205.6,30,301.53,18.29516895,261.1,291.725,296.2,311.275,339.1,30,290.72,19.6427823,269.9,277.325,285.1,296.425,340.1,30,592.2466667,30.37952729,548,572.55,579.55,607.875,670.8
1985,12,31,30.99548387,3.273122707,25.41,28.325,30.59,33.83,36.29,31,78.82322581,3.930690683,72.99,77.19,78.59,79.415,90.85,31,161.883871,9.078990281,147.6,154.1,163.5,166.65,179.4,31,288.5387097,7.345596296,275.9,282.7,288.5,295.2,299.1,31,271.7129032,9.717158087,261.5,264.45,269,274.8,299.6,31,560.2516129,16.04688695,537.5,547.15,559.2,569.2,593.2
1986,1,31,33.15967742,2.486894293,28.08,32.375,34.01,34.645,37.32,31,87.49225806,6.29896537,76.99,83.135,84.27,91.285,101.9,31,143.6516129,2.856206221,138.9,141.1,144.1,146.2,148,31,265.2419355,4.59592386,259.6,261.05,264.1,268.8,274.3,31,264.2935484,5.853029727,252.4,259.5,262.1,270.6,272.6,31,529.5387097,4.631391254,516,527.05,531.3,532.2,537.3
1986,2,28,30.92535714,3.558469794,26.82,27.805,30.05,32.8925,40.56,28,88.22142857,8.945484569,76.81,80.5875,86.76,94.3575,106.5,28,162.3928571,8.925823069,144.5,160.575,165.7,168.675,171.7,28,270.7785714,9.066803804,258.4,259.75,274.4,277.675,282.5,28,281.5428571,5.456184298,271.5,277.85,282.25,285.7,290.5,28,552.3285714,9.843247625,530.6,549.3,555.4,559.7,563.7
1986,3,31,27.27129032,3.134562959,22.77,25.33,26.73,28.14,34.57,31,77.60709677,4.15764452,72.77,74.845,76.2,79.345,90.03,31,160.7354839,3.999295637,156.2,157.75,159.2,163.25,168.9,31,279.5645161,1.832220581,276.1,278.25,279.7,281.05,282.5,31,265.616129,8.392977095,251.9,259.35,264.7,270.85,285.4,31,545.1806452,8.67338532,528.9,538.35,545.3,551.55,561.6
1986,4,30,23.87333333,1.446954789,22,22.3725,24.06,24.8575,27.06,30,73.38966667,2.11884888,69.9,71.7175,73.155,75.2625,76.96,30,151.7366667,1.521225308,149.7,150.925,151.3,152.225,155.7,30,266.92,4.879683427,259.5,262.875,266.2,270.525,276.2,30,249.0066667,3.052182185,242,247.3,249.65,251.175,253.2,30,515.93,4.683437435,508,512.475,515.4,518.4,526.8
1986,5,31,25.98032258,2.276137787,23.1,23.56,26.4,27.655,30.59,31,78.18870968,6.009596072,70.49,71.48,80.07,82.265,89.01,31,155.1516129,7.78219639,145.2,148.3,154.8,161.7,168.6,31,256.3612903,4.250072738,251.1,252.3,256.4,259.5,263.1,31,259.3096774,15.0047849,239,243.45,263.9,270.4,285.9,31,515.6645161,16.43278326,491,500.7,515.2,532.1,540.3
1986,6,30,23.61266667,1.341062197,21.31,22.4525,23.795,24.6425,26.35,30,72.01633333,3.575571797,65.58,69.0675,72.235,75.075,78.01,30,146.52,6.977174608,134.9,140.725,146.55,151.825,158.6,30,248.09,10.00273583,230.6,239.625,249.05,257,262.1,30,242.1533333,11.76331918,222,232.3,242.85,252,262,30,490.23,21.75712567,452.6,471.9,491.9,509.375,524.2
1986,7,31,23.55580645,1.483342564,21.35,22.4,23.3,24.46,26.7,31,69.25354839,2.14992488,65.41,67.625,69.3,70.77,73.32,31,130.0483871,2.179429737,127.2,128.1,130.4,130.95,134.4,31,214.5419355,9.056591493,199.7,207.2,214.5,221.25,229.6,31,222.8580645,3.556943837,215.7,220.4,222.5,226.1,228.6,31,437.4,10.76711041,420.5,427.55,437.9,445.45,456.9
1986,8,31,25.74193548,2.656306232,22.41,23.59,25.55,27.105,33.42,31,75.89419355,7.677659702,68.16,69.925,71.59,79.95,95.03,31,139.5258065,17.02476564,126.2,126.6,127,157.05,169.7,31,195.6032258,9.530529327,184.5,187.65,193.2,200.5,214.3,31,241.1483871,25.84403053,217.7,220.35,223.1,263.5,292,31,436.7612903,31.59597735,402.6,412.6,417.1,475.25,484
1986,9,30,25.756,2.620454817,22.5,23.88,24.9,27.4575,31.53,30,78.396,6.997079489,69.77,73.3725,76.175,82.695,92.21,30,156.8666667,9.692241239,143.8,149.2,154.65,163.225,176.8,30,243.56,11.02169021,215.7,242.825,247.6,250.75,252.5,30,261.03,18.64867842,236.1,246.45,256.8,273.15,296.7,30,504.5766667,17.04018948,475,490.275,503,518.175,533.5
1986,10,31,24.47935484,2.418226534,21.45,22.255,24.44,25.705,31.1,31,73.68096774,6.08804093,66.72,68.195,72.59,78.445,88.42,31,144.4516129,6.577987076,137.3,139.65,143.4,145,158.6,31,235.5580645,2.701206421,232.7,233.3,234.5,237.35,241.7,31,242.6096774,13.71637354,225.7,231.3,241.1,247.6,270.7,31,478.1741935,13.47753607,460.2,469.5,475.3,480.8,504.9
1986,11,30,28.05666667,1.628643043,25.62,26.8425,27.745,28.915,31.64,30,83.05,3.941512925,77.78,80.04,82.26,85.245,92.86,30,165.3566667,5.535258978,156.3,162.2,164.45,170.375,175.2,30,266.5033333,14.25282751,240.5,253.7,274.05,276.55,283.9,30,276.4766667,9.097391947,260.1,270.05,273.95,282.95,297.4,30,542.98,18.25220629,500.6,542.825,548.5,549.85,569.5
1986,12,31,30.85806452,2.112015498,26.37,29.395,30.69,31.975,38.61,31,84.59741935,5.456382787,77.52,80.385,83.58,87.68,100.5,31,172.8483871,5.906147699,164.6,168.05,171.5,176.5,187.1,31,296.0258065,5.786476633,284.7,293.5,294.4,298.85,307.1,31,288.2967742,9.458381957,275.7,281.9,285.2,293.75,315.4,31,584.3290323,11.54920469,561.5,577,581.6,590.3,609.6
1987,1,31,36.81387097,4.805975224,27.97,32.95,36.76,41.425,45.4,31,79.97741935,5.476991247,72.56,76.05,77.9,82.99,92.59,31,163.716129,6.406408082,155.5,159,162.5,167.05,177.9,31,290.0580645,5.09867788,282,286.75,290.3,292.2,301.7,31,280.4967742,6.996069557,269.2,275.6,278.4,283.85,300.3,31,570.5677419,9.095287685,557.4,563.9,570.1,577.35,587.3
1987,2,28,35.45428571,6.041634209,26.84,29.89,33.715,40.41,45.8,28,82.86785714,4.945293578,74.65,78.8325,82.925,86.6725,90.71,28,165.2428571,4.399362628,158.8,161.25,164.3,169.525,172.5,28,286.8642857,2.187204251,283,285.175,286.95,288.725,290,28,283.55,10.57017117,267.4,273.85,283.75,291.975,300.6,28,570.425,10.45241865,553.2,561.8,571.85,578.45,587.2
1987,3,31,28.37903226,2.041215904,25.31,27.245,27.85,29.635,35.1,31,82.95516129,5.779034447,77.42,79.315,80.93,83.295,102.1,31,170.1258065,8.678823566,162.5,164.2,166.2,172.95,195.8,31,297.0774194,10.56168262,284.1,288.7,293.8,304.45,317.1,31,281.4580645,15.19369988,266.4,271.85,275.6,284.3,323.8,31,578.5483871,21.66114603,552.3,563.05,569.4,589,628.6
1987,4,30,28.50766667,2.706324245,24.71,26.7825,28.13,29.9025,34.81,30,87.54733333,6.977943049,77.7,83.7975,85.765,90.1175,104.5,30,180.4833333,10.63040802,165,173.9,178.5,185,204.5,30,309.98,15.71220479,289.9,296.875,300.85,324.725,340.9,30,296.53,19.56529563,267.4,284.275,293.35,305.675,342.6,30,606.5166667,31.43568238,560.3,583.925,598.55,630.3,669.5
1987,5,31,26.38451613,1.243210464,24.69,25.415,26.07,27.2,29.41,31,80.24096774,2.874271334,75.63,77.83,80.2,82.825,84.74,31,163.6741935,5.47351001,157.2,158.8,162.4,167.85,175.6,31,285.783871,13.77301944,269.6,273.3,283,296,315.4,31,270.2935484,8.13903907,258.5,263.65,270.3,275.7,284.6,31,556.0774194,20.10695915,534.1,541.05,547,570,600.1
1987,6,30,25.02266667,1.17891222,23.42,24.1925,24.65,25.9975,27.26,30,75.382,2.962108289,71.48,73.0375,74.745,77.35,80.58,30,151.5466667,5.928233634,144.6,145.75,150.4,157.125,161.1,30,257,8.341958755,242.9,249.925,257.15,264.425,269.1,30,251.95,9.369383375,241.5,244.45,248.1,259.625,268.2,30,508.94,17.29713151,485.7,494.75,504.45,524.15,536.9
1987,7,31,25.75451613,2.372389567,22.19,23.625,25.83,27.595,30.22,31,77.65903226,5.989752001,68.4,72.365,78.1,82.49,88.38,31,152.9290323,7.249744526,140.5,146.15,153.9,159.35,162.9,31,242.1967742,3.838097087,233.3,240.75,242.4,245.1,247.6,31,256.3516129,14.44098037,232.4,244.5,258.5,268.4,276.7,31,498.5419355,17.11910773,466.6,486.35,502.3,512.75,520.7
1987,8,31,22.98290323,1.209658887,20.88,22.14,22.74,23.985,25.22,31,68.39258065,2.635260857,64.24,66.265,67.49,71.085,72.66,31,132.3935484,5.142952167,124.4,127.4,133.1,137.05,140.1,31,216.3935484,9.886857791,200.8,207.8,216.8,225,232.5,31,223.7709677,8.422635912,211.9,216,222.9,232.65,237.2,31,440.1677419,18.17130315,412.8,424.25,439.7,458.5,469.7
1987,9,30,26.80533333,3.024184967,21.11,25.18,26.68,28.045,33.29,30,80.525,8.876745579,64,76.4725,81.055,86.3975,100.6,30,155.9733333,17.86717146,122.4,154.325,161.4,168.075,181,30,233.8666667,23.84915719,196.6,205.65,246.75,254.325,255.7,30,263.3,27.51400897,207.6,256.75,269.1,279.125,311.8,30,497.16,43.74951113,404.6,509.975,516.8,522.35,530.4
1987,10,31,24.96419355,1.075923709,23.22,24.12,24.67,25.79,27.29,31,75.33516129,2.255746545,71.55,73.85,75.05,76.815,80.56,31,150.7129032,1.500609195,147.9,149.65,150.7,151.7,153.8,31,251.4387097,1.345282478,249.9,250.45,251.2,252.5,254.2,31,251.0096774,3.921254462,243.1,248.25,251.2,253.6,258.1,31,502.4548387,4.635359656,493.1,499.45,502.8,505.15,511.6
1987,11,30,26.986,2.571757215,23.38,24.19,27.325,29.29,31.79,30,79.42266667,6.06926794,71.14,74.78,79.605,82.23,93.09,30,158.3466667,7.562007275,147.8,149.85,160.45,162.975,177.7,30,257.2366667,7.207442673,249.7,249.825,256.05,264.125,272,30,264.7733333,15.09281476,242.4,249.05,267.2,273.65,297.2,30,522.0033333,20.51553631,492.2,498.85,528.6,530.8,569.2
1987,12,31,28.67322581,1.507774048,26.33,27.695,28.84,29.375,32.43,31,82.07290323,3.599098214,76.15,79.285,81.69,85.24,89.49,31,167.7064516,4.054539471,162.5,164.65,167.4,169.6,177,31,284.4290323,2.325395099,276.1,283.95,284.7,285.55,289.1,31,278.4580645,6.860504073,267.5,272.95,278.4,282.5,292.6,31,562.8967742,6.517744184,551.8,558.05,563.3,566,578.2
1988,1,31,35.35677419,4.88256926,27.67,30.82,35.78,38.88,44.95,31,85.68,12.09492648,73.36,75.565,79.66,94.495,112.8,31,158.0064516,6.350587137,147,153.3,158.6,162.4,169.3,31,281.2645161,5.738033832,275.2,276.2,279,286.7,290.5,31,279.0387097,10.93686967,265.9,269.15,275.9,291.3,295.5,31,560.2967742,7.89786823,547.6,552.25,562.8,567.55,570.9
1988,2,29,31.22137931,3.678449522,26.39,28.16,29.51,35.38,36.55,29,88.69413793,6.56266579,80.64,82.4,87.93,92.65,102,29,159.6241379,6.799194026,153.7,154.8,156.2,162.8,175.2,29,279.3413793,3.589619682,274.4,275.9,278.7,282.7,284.8,29,279.5448276,8.181581501,267.3,274.2,277.5,285.9,296.9,29,558.8862069,9.506904413,541.7,551.6,559.4,566.4,574.8
1988,3,31,25.57258065,1.201840166,23,24.845,25.46,26.485,27.62,31,76.39870968,4.341891863,70.75,72.545,75.87,78.545,84.81,31,154.383871,2.124318993,151.1,152.85,153.8,156.45,157.7,31,270.0580645,2.350428924,265.6,268.5,270.6,271.65,274,31,256.3548387,5.897221872,245.7,252.1,256.6,260.75,266.2,31,526.4064516,7.714183279,513.4,520.05,524.9,532.3,540.2
1988,4,30,26.61966667,1.388781364,24.4,25.5225,26.63,27.7225,29.36,30,80.66333333,3.031117164,75,78.4475,80.54,82.5825,86.43,30,160.6033333,4.258013405,153,159.075,160.25,163.05,168.1,30,268.75,3.877054517,264.4,265.375,268,270.6,276.4,30,267.89,7.376680405,252.5,264.4,268,271.525,282.6,30,536.6333333,10.13418024,517.8,530.55,534.85,544.775,554.6
1988,5,31,26.26064516,1.178988084,24.57,25.46,25.93,26.965,29.66,31,79.29322581,2.40386132,75.63,77.42,78.77,80.555,84.49,31,159.4032258,1.914764367,155.4,158.2,159.4,160.6,162.6,31,269.5935484,3.931321702,262.6,266.95,268.1,273,276.3,31,264.9548387,4.677951027,255.6,261.4,264.4,267.8,274.2,31,534.5483871,6.16770465,518.2,530.3,536.7,539.25,541.7
1988,6,30,26.25966667,1.581152969,24.13,24.9775,25.875,27.335,29.48,30,79.39333333,3.536501616,73.92,76.6775,79.115,81.7775,85.64,30,157.04,2.894656194,150.7,155.025,157.6,159.525,160.7,30,256.4333333,3.02624535,249.9,254.9,256.6,258.5,261.4,30,262.7033333,7.187128501,249.4,257.725,263.15,268.975,273.2,30,519.1466667,9.009257053,499.3,514.025,520.65,526.225,531.6
1988,7,31,26.13709677,2.493566647,22.37,23.68,26.43,27.69,30.28,31,78.21741935,6.488658294,69.37,72.325,79.49,83.19,90.61,31,151.3096774,8.620106528,140.6,145.5,148.2,158.6,168.8,31,239.1548387,5.077390321,232.8,235.05,238,243.3,249.2,31,255.6645161,16.35906575,233.4,241.6,253.4,271.05,287.6,31,494.8096774,16.32130213,471.4,483.85,491.3,504.85,528.5
1988,8,31,26.19548387,1.750536753,24.25,25.1,25.85,26.735,32.21,31,78.45612903,4.112497763,74.55,75.94,77.2,79.05,91.46,31,152.4483871,5.607308978,146.9,148.9,150,154.5,168.3,31,239.3548387,6.15173898,230,234.05,238.8,245.55,247.6,31,257.1129032,9.896084813,246.4,251.2,254.7,258.3,286.8,31,496.4612903,11.54630323,477.4,486.75,494.9,505,519.4
1988,9,30,26.63366667,1.475464821,24.56,25.6375,26.47,27.335,30.53,30,80.90866667,3.44543049,75.93,78.43,80.23,82.5425,90.04,30,160.5566667,4.059189942,154.7,157.425,160.4,162.75,168.9,30,252.0333333,5.254445299,238.3,252.025,254.5,255.275,256,30,268.0966667,8.14169699,255.4,262,267.55,273.375,287.6,30,520.1266667,6.47615964,509.3,515.3,520.3,525.25,532.5
1988,10,31,24.76387097,1.286438695,22.65,24.02,24.5,25.485,28.38,31,74.65612903,2.87255946,70.58,71.955,74.47,76.71,81.09,31,150.7193548,2.786804545,147.1,148.25,150,153.3,155.1,31,252.1354839,1.748246433,249.7,250.4,252.5,253.9,254.3,31,250.1451613,6.072826838,240.7,245.2,249.3,253.75,263,31,502.2741935,7.440876639,491.5,495.85,501.3,507.8,517.2
1988,11,30,27.24766667,1.405262728,25.01,26.07,26.985,28.21,30.3,30,80.90266667,3.238915243,76.99,78.335,80.2,82.4325,88.55,30,160.12,4.825892806,147.9,159.525,161.4,162.475,166.7,30,261.2333333,7.250081252,249.8,255.4,262.6,267.45,271.9,30,268.27,7.403640763,254,264.725,268.45,272.35,281.3,30,529.49,12.42911904,504,525.725,530.6,536.475,551.1
1988,12,31,30.05774194,2.815883177,26.77,27.93,28.75,33.46,34.72,31,79.56645161,4.972961927,74.17,76.04,78.18,81.075,91.62,31,157.9258065,4.663973109,150.1,154.05,159,160.7,166.1,31,273.8354839,1.992744905,270.9,271.65,274.4,275.8,276.1,31,267.5516129,3.393805236,261.7,265.1,267.8,269.8,275.5,31,541.3903226,3.44445011,535.1,538.95,541.2,543.7,548.4
1989,1,31,28.67774194,2.319495218,25.63,26.865,28,30.605,32.93,31,79.38774194,2.778326486,74.23,77.375,79.11,81.885,84.78,31,160.6322581,2.969442944,152.6,157.9,161.5,162.2,164.6,31,274.9903226,3.374744913,260.2,273.6,275.4,277.25,278.1,31,268.7064516,5.455940828,258.8,265,269.4,272.6,276.7,31,543.6935484,6.968401801,519,541.2,544,548.4,552.5
1989,2,28,28.41642857,3.036832188,24.58,25.885,27.625,29.9375,34.85,28,77.24214286,3.711910117,72,75.4775,76.965,78.405,87.79,28,155.6571429,4.114511678,150,152.05,155.55,157.25,163.6,28,270.6857143,1.993083278,267.7,268.975,270.75,271.9,274.6,28,261.3214286,7.620797914,254.1,256.225,257.35,269.925,276,28,531.9892857,7.030006548,523.8,525.7,530.05,538.375,544
1989,3,31,28.80548387,2.638866977,24.75,26.71,28.45,31.15,33.39,31,82.61612903,3.335728484,78.28,80.52,81.83,84.02,91.43,31,165.1677419,4.121519711,156.8,163.55,166,167.85,171.8,31,279.1322581,4.722738407,271.3,275.45,281.5,281.85,284.7,31,276.5935484,6.100870729,268.3,272,276,280.3,291.7,31,555.7193548,7.079285244,541.8,552.15,556.1,560.6,569
1989,4,30,26.14466667,2.118663752,23.44,24.3575,25.84,27.2675,31.24,30,78.846,3.286241538,73.86,76.0575,78.615,80.555,85.6,30,160.54,2.577167651,155.5,159.1,161.05,162.075,164,30,278.3133333,3.744764928,271.3,275.775,279.7,280.4,284,30,265.53,6.4897346,253.5,260.85,266.35,269.75,276.9,30,543.8433333,8.185213048,527.5,538.3,546.2,548.85,557.2
1989,5,31,27.71548387,2.133189847,24.93,26.05,27.17,28.96,32.52,31,84.42935484,5.570912514,76.83,79.965,83.11,87.705,98.84,31,171.7129032,8.767429952,159,164.45,170.4,178.7,189,31,292.5193548,12.49416982,271.8,282.5,291.6,304.4,310.8,31,283.8548387,15.60025296,260.8,271.15,281.4,296.25,320.3,31,576.383871,23.87337564,537,557.3,574.8,596.8,616.5
1989,6,30,28.48066667,1.888401866,25.36,27.1675,28.2,29.5975,32.55,30,85.89266667,5.20422768,76.3,82.0275,86.1,89.1525,95.9,30,171.8666667,8.637182384,156.5,166.325,173.25,177.825,186,30,289.52,11.52425927,269.4,279.025,294.35,298.3,302.2,30,286.2433333,14.57391821,259.6,276.175,286.3,295.025,313.9,30,575.75,22.18605884,532.6,562.65,582.75,593.3,603.4
1989,7,31,27.97064516,1.812844791,25.16,26.85,27.55,28.655,33.79,31,84.60580645,4.791326729,77.13,81.645,83.25,86.97,98,31,170.6451613,6.947461825,160.2,165.4,170.2,174.2,187.7,31,289.7290323,6.124986724,279.7,284.1,291.6,295.25,298.2,31,283.2193548,12.41642513,262.9,275.15,280.3,291.15,311.9,31,572.9451613,16.33254091,543.6,560.15,575.7,585.6,600.1
1989,8,31,25.57129032,1.343673427,23.95,24.5,25.06,26.36,28.42,31,77.41580645,3.40062031,73.4,74.51,76.68,80.175,84.35,31,155.3290323,4.437731669,149.1,151.85,154.9,156.95,164.6,31,262.783871,8.640759873,250.7,255.3,261,269.3,278.9,31,258.3258065,7.815709298,247.7,251.45,258,262.55,276.7,31,521.1,14.19985915,501,512,516.9,525.65,555.6
1989,9,30,27.25366667,3.411325441,22.83,23.6075,27.765,29.39,34.39,30,82.217,9.525166357,69.64,71.9275,83.955,89.5975,97.92,30,163.3533333,18.04809157,142.4,146.175,158.7,180.85,191.8,30,264.6333333,27.14430573,238.9,243.3,248.95,285.825,311.9,30,272.83,29.78020808,235,242.65,272.25,299.4,319.1,30,537.46,53.41125802,475.7,488.9,518.75,597.575,620.3
1989,10,31,27.01935484,2.223671042,24.57,25.46,26.17,27.955,33.62,31,82.73774194,6.116978399,76.45,78.095,80.39,85.77,98.68,31,171.516129,8.86672043,161.1,164.95,169.2,175.55,195.7,31,299.0258065,12.06134232,286.6,289.85,293.3,307.9,324.6,31,281.2774194,16.35273086,262.8,268.7,277.4,289,325.5,31,580.3,25.89924066,551.9,560.7,573.9,587,644.3
1989,11,30,27.35333333,2.844876015,24.34,25.21,26.37,29.0125,35.06,30,79.49433333,4.299680568,75.03,76.1325,77.84,81.73,91.71,30,163.8433333,6.376285987,156,158.3,162.8,166.975,177.6,30,282.44,4.570565497,274.6,278.25,283.15,286.675,288.1,30,270.68,11.9824124,255.6,259.825,268.7,278.25,297.2,30,553.12,14.44985145,531.1,539.625,554.7,565.95,574.7
1989,12,31,36.66193548,6.212437213,27.02,30.49,39.67,42.17,42.98,31,78.44258065,4.624154674,72.18,75.89,76.76,80.79,95.04,31,154.9354839,5.750220192,145.8,149.5,156.7,158.5,164.9,31,278.2935484,5.535879062,267.4,274.7,278.8,282.6,286.4,31,270.0419355,5.394613004,260.4,266.05,271.2,273.15,282.7,31,548.3354839,4.917760221,540.9,543.95,548.7,552.5,557
1990,1,31,29.90870968,2.437466912,26.57,28.61,29.15,31.96,35.15,31,97.62709677,11.03718629,81.67,86.725,96.33,108.5,116.1,31,171.083871,8.790566792,142.4,171,174.2,176.6,179.1,31,274.6419355,10.32827105,255.4,265.45,273.8,281.75,293.7,31,298.6225806,9.475431729,284,290.85,298.4,304.85,317.6,31,573.2677419,8.467049352,541.2,568.65,575.1,579.45,583.3
1990,2,28,28.91678571,1.234168047,26.61,28.1375,28.91,29.81,31.22,28,83.92214286,2.847151087,78.11,82.2175,83.64,85.6075,89.33,28,171.2321429,1.807403206,166,170.275,171.45,172.25,174.4,28,294.825,0.60713352,293.5,294.475,294.85,295.3,295.9,28,284.0642857,4.324624949,275.2,281,284.1,287.3,291.3,28,578.8964286,4.270873112,569.2,575.8,579.2,581.85,585.8
1990,3,31,27.22580645,1.828457955,24.03,26.425,27.11,28.11,31.43,31,81.86967742,3.808581962,75.78,79.185,81.17,84.43,91.45,31,166.0419355,3.54097672,159.8,163.4,166.1,167.75,173.6,31,287.3032258,2.849150034,281.6,285.85,287.7,288.7,293.2,31,275.1354839,7.943322075,260.3,270.7,275.8,280.35,292.5,31,562.4548387,8.577911118,543.5,559.4,563.7,568.25,574.6
1990,4,30,26.90366667,1.496574211,24.12,26.1575,26.75,28.0525,30.58,30,81.75033333,3.370729465,75.78,78.955,81.91,83.81,90.21,30,167.1466667,4.368044882,159.1,163.8,168.45,170.6,173.8,30,288.07,3.925614382,278.8,286.65,289.55,290.6,292.4,30,275.8033333,8.659715824,259.4,269.225,277.6,281.7,291.7,30,563.87,11.88009491,540,556.125,567.9,573.2,581.2
1990,5,31,27.89322581,1.913487892,25.28,26.455,27.49,28.755,32.53,31,84.35225806,4.880198568,77.56,80.68,82.95,86.99,98,31,167.9903226,7.64649614,159.9,162.65,165.8,171.25,187.8,31,279.9354839,6.966421769,273.8,276.6,277.2,279.6,304.1,31,280.2387097,13.31910101,262.9,270.85,278.2,285.4,317.7,31,560.1806452,18.90552687,537.8,546.85,554.8,567.65,609.1
1990,6,30,25.44366667,1.133494698,23.4,24.525,25.56,26.1225,27.7,30,77.67333333,3.359712974,72.22,75.125,77.055,79.915,85.76,30,159.47,8.436789306,147.8,152.325,158.3,164.325,178.7,30,278.22,15.17730611,255.1,265.625,276.8,290.125,304.5,30,262.5966667,12.60794723,243.5,253.625,259.85,270.225,292.1,30,540.8033333,27.60853795,498.6,521.05,536.65,559,596.6
1990,7,31,25.64677419,2.922138928,21.98,23.565,24.75,27.505,32.73,31,77.58,8.054253948,67.7,71.32,75.79,82.61,97.83,31,155.1451613,13.0339771,139,143,154.6,164.75,181.1,31,254.7709677,10.80633128,238.7,244.3,253.9,264.95,268.9,31,258.3709677,22.38886916,229.7,239.5,255.1,274.5,307.6,31,513.1451613,28.44527891,471.8,485.7,516,539.95,553.5
1990,8,31,26.67903226,2.029688572,22.93,25.525,26.82,27.59,30.95,31,80.44645161,4.852796821,71.08,78.61,81.11,83.27,89.95,31,158.0741935,5.564288978,147,157.55,158.9,159.9,168.2,31,253.9193548,2.975502126,251,251.5,252.4,257.05,259,31,265.1967742,11.10976999,241.9,262.15,267.9,270.55,284.8,31,519.1290323,10.99903613,495.9,515.45,520,523.6,539.5
1990,9,30,24.45866667,1.098835538,22.97,23.69,24.32,24.83,27.54,30,73.804,2.002976406,71,72.29,73.665,74.99,78.45,30,147.0333333,3.125791854,143,145.225,146.05,147.175,155.8,30,244.2333333,6.23130768,235.1,239.375,243.15,248.6,256.5,30,245.3066667,4.303401488,237,242.3,244.75,247.625,255.8,30,489.53,9.444325061,472.1,484.65,488.9,494.05,512.2
1990,10,31,27.32419355,3.626725589,22.32,23.11,27.74,29.6,34.71,31,82.4916129,10.54624865,68.44,69.955,84.25,89.31,102.2,31,167.2516129,20.01202757,138.5,141.75,173.8,182.45,194.8,31,273.5258065,36.10105232,230.2,233.4,282.7,307.65,323.4,31,277.0677419,33.16910598,229.8,234.75,289.8,299.65,330.8,31,550.583871,64.030993,460.1,468.3,575.7,597.85,638.5
1990,11,30,25.807,1.661814858,23.94,24.72,25.47,26.3925,30.97,30,78.06933333,3.578844866,73.68,76.1025,77.235,78.965,88.94,30,163.17,3.920428372,156.4,160.375,163.25,165.875,169.8,30,288.1933333,6.568311247,277.9,283.825,288.05,290.05,304.6,30,267.0466667,8.426548086,254.3,261.225,266.15,271.45,285.1,30,555.2433333,13.09092034,532.2,545.05,556.25,565.1,577.6
1990,12,31,28.78387097,3.739778672,25.12,26.695,27.58,29.745,41.38,31,80.27806452,4.99920555,71.71,76.755,79.72,81.68,93.31,31,161.616129,4.278402878,154.9,158.65,161,163.85,173,31,276.4419355,1.652023848,274.2,275.5,276.3,276.9,280.9,31,270.6580645,11.00069011,252.7,262.35,269,278.3,296.8,31,547.0967742,11.87000376,529.6,538.25,543.4,555.5,577.7
1991,1,31,29.0816129,1.561356455,25.97,28.28,28.68,30.095,33,31,82.45419355,4.784835611,74.77,79.01,82.44,84.705,96.4,31,170.7870968,6.905009869,159.7,167.6,169.9,174.75,186.9,31,295.3806452,7.966363426,271.9,289.5,294.2,302.25,306,31,282.3193548,11.33597281,264.8,275.75,280.7,289.35,314.4,31,577.6967742,15.65721312,552.6,567.85,572.7,589.95,608.4
1991,2,28,27.61464286,1.784664056,26.1,26.425,27.3,27.9325,33.75,28,79.3825,4.902238812,74.05,75.47,78.725,80.945,94.35,28,160.0035714,3.331163977,155.6,157.775,158.65,163.825,166.2,28,280.35,3.585412833,276.3,277.7,279.3,281.75,288.7,28,267,6.998677124,258.5,261.8,263.85,272.425,281.8,28,547.35,5.692457648,538.6,542.4,547.65,551.625,558
