,,0-10cm,0-10cm,0-10cm,0-10cm,0-10cm,0-10cm,0-10cm,0-10cm,10-40cm,10-40cm,10-40cm,10-40cm,10-40cm,10-40cm,10-40cm,10-40cm,40-100cm,40-100cm,40-100cm,40-100cm,40-100cm,40-100cm,40-100cm,40-100cm,100-200cm,100-200cm,100-200cm,100-200cm,100-200cm,100-200cm,100-200cm,100-200cm,0-100cm,0-100cm,0-100cm,0-100cm,0-100cm,0-100cm,0-100cm,0-100cm,0-200cm,0-200cm,0-200cm,0-200cm,0-200cm,0-200cm,0-200cm,0-200cm
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
1991,3,31,28.21903226,1.597459138,25.71,26.965,27.78,29.305,31.93,31,84.78870968,4.283713142,78.24,82,83.8,86.59,96.62,31,171.9193548,5.407119958,163,169.1,170.3,173,184,31,292.3354839,5.248590184,279.6,292.15,293.7,295,299.3,31,284.9322581,9.850123082,268.2,278.8,283.2,286.85,310.4,31,577.2612903,11.32241663,547.9,572.15,576.2,580.85,604.1
1991,4,30,26.96366667,1.103522521,25.45,26.115,26.765,27.8775,29,30,82.113,2.472823529,78.4,80.1025,81.745,83.77,87.1,30,168.6766667,4.041737705,163,166.25,168.4,170.275,180.8,30,292.4366667,5.846807755,283.7,289.425,290.15,295.7,303.8,30,277.7566667,6.276045501,268.2,273.6,277.5,281.625,294.7,30,570.19,10.35858298,554.5,564.975,568.7,574.5,597.2
1991,5,31,26.70129032,1.491667394,25.21,25.71,26.16,27.215,31.15,31,80.80677419,3.695704161,77,78,80.23,82.14,91.13,31,162.1419355,4.452622762,155.3,159.35,161.5,163.9,172.4,31,274.3290323,4.22809599,267.3,271.8,273.8,277,282.8,31,269.6580645,8.519498193,258.3,263.85,268.4,273.85,291,31,543.9709677,8.998081038,526.6,537.5,544.7,549.4,559.8
1991,6,30,25.87466667,1.662564976,23.59,24.6925,25.715,26.6725,30.11,30,78.311,3.958639047,72.12,75.395,78.12,80.925,88.19,30,156.52,4.169627454,148.5,153.575,157.25,160.325,161.7,30,259.5366667,6.609162049,251.5,253.9,256.55,265.925,270.8,30,260.7066667,8.534753833,245.1,253.975,261.1,267.3,273.8,30,520.24,11.77236976,501.1,510.85,520.55,527.05,542.3
1991,7,31,26.44774194,2.08122994,23.87,24.815,26.06,27.68,31.05,31,79.02096774,5.138658291,72.6,74.87,77.85,81.61,90.43,31,152.4451613,6.237619135,144,148.55,151.5,154.25,169.6,31,240.8483871,5.563684089,232.3,236.25,240.9,245.2,250.5,31,257.9096774,12.27964046,241.3,248.85,256.2,261.5,287.3,31,498.7483871,13.59644245,475.1,487.2,499.7,508.45,525.9
1991,8,31,25.71580645,1.246576042,23.44,24.945,25.71,26.47,28.87,31,77.42645161,3.045941068,71.79,75.415,77.31,79.375,83.26,31,152.7741935,5.944855913,144.6,147.35,154.3,156.2,166.5,31,240.9645161,4.209318899,232.1,237.45,243.3,244.3,245.3,31,255.9258065,9.357705123,240.8,247.65,258.2,262.2,276.2,31,496.8806452,13.15556712,476.1,483.3,502.4,506.6,519.9
1991,9,30,22.913,1.009052645,21.22,22.145,22.645,23.615,24.88,30,69.03766667,2.465753971,65.34,67.055,68.15,71.505,73.93,30,136.2166667,4.64617628,129.7,131.8,135.7,140.35,144.2,30,220.1133333,6.676398644,210.4,213.75,219.55,226.125,231.2,30,228.16,7.872019414,216.2,221.45,226,236.45,242.2,30,448.2633333,14.50194953,426.6,435.3,445.55,462.575,473.3
1991,10,31,20.59483871,1.398970743,18.87,19.535,20.53,21.045,24.47,31,63.10193548,1.810253057,59.79,61.585,63.41,64.55,65.81,31,125.1645161,1.996922363,122,123.55,125.2,126.6,129.2,31,203.4774194,3.072318308,199.1,200.95,203.1,205.9,209.7,31,208.8548387,4.907126702,200.6,204.7,209.5,212.9,216.1,31,412.3354839,7.830732124,399.8,405.6,412.7,419.2,424.8
1991,11,30,24.193,3.585833381,18.54,20.2125,24.925,26.925,29.36,30,70.75,8.712015484,57.51,59.5175,73.23,77.015,83.85,30,133.26,9.627997966,120.8,121.525,136.2,140.9,145.7,30,200.8133333,2.567265194,198.6,198.7,199.55,202.375,206.5,30,228.1966667,20.30120573,198.4,199.725,235.9,245.125,251.7,30,429.0133333,22.16865966,397.1,398.575,436,450.275,454.3
1991,12,31,29.67709677,2.332874041,26.48,27.965,29.36,31.165,37.06,31,81.35129032,6.060440436,72.44,76.615,80.73,84.74,94.58,31,161.4225806,7.692581261,146.9,154.85,160.8,165.7,177.2,31,246.6322581,16.51559641,207.3,238.9,254.7,258.9,260.9,31,272.4483871,11.53923368,259.1,262.6,270.3,279.7,299.1,31,519.083871,12.26477603,471.6,518.15,519.8,521.85,540.7
1992,1,31,29.6883871,2.04337808,26.4,28.45,29.34,31.515,33.23,31,82.73580645,6.234728957,74.22,78.94,81.29,86.75,101,31,165,11.14752588,153.1,154.9,163.8,170.3,192.7,31,288.3741935,12.70582459,251.1,282.15,290.6,298.2,303.9,31,277.4193548,14.52180933,263.5,268.55,271.7,280.15,326.9,31,565.7870968,20.09885141,516.9,553.75,558.6,578.25,603.5
1992,2,29,29.22551724,1.693556246,26.57,28.03,29.04,30.22,33.51,29,83.95896552,5.274611932,76.04,80.23,83.25,86.19,97.36,29,161.2551724,11.29935479,149.9,152.4,153.1,168.2,187.7,29,277.3172414,7.008314907,270.5,272.7,275.8,278.4,299.6,29,274.4310345,15.20836479,257.3,261.9,270.5,283.7,310.8,29,551.7586207,20.48629363,529,536.7,545.5,558.1,600.4
1992,3,31,28.09709677,1.732516847,25.37,26.735,27.42,30.095,30.86,31,82.81,3.369108685,76.94,80.395,81.87,84.535,90.36,31,170.1677419,3.31525636,164.9,167.3,170.2,172.5,177.1,31,294.8580645,3.617621151,289.2,291.3,295.6,297.35,301.5,31,281.0774194,6.503163829,270.3,275.35,280.1,285.6,295.1,31,575.9225806,8.106487512,560.2,570.15,574.6,581.7,591
1992,4,30,26.47133333,2.457774061,23.89,24.4575,26.08,27.0125,33.92,30,80.61933333,6.411825246,74.6,76.0775,78.625,82.4125,102.6,30,167.55,11.31601703,156.2,159.775,163.45,172.025,203.1,30,291.7933333,13.87359023,275.5,281.3,288.2,302.15,319,30,274.65,19.24606095,254.7,260.65,269.5,282.75,338.8,30,566.4466667,30.53343824,530.4,542.8,558.85,586.6,634.8
1992,5,31,28.1316129,2.041793487,25.01,26.2,28,29.96,32.58,31,85.60096774,5.057608364,78.28,81.025,85.25,89.42,96.09,31,173.816129,6.705226657,164.8,167.8,173.1,179.35,188.2,31,299.6193548,5.95798732,290.6,293.65,300.1,305.15,307.9,31,287.5451613,12.64454662,268.8,275.8,286.3,296.1,313.6,31,587.1677419,15.88148581,562.9,573.05,585.9,602.25,613.7
1992,6,30,27.95666667,1.783549992,25.55,26.7325,27.375,28.685,33.39,30,85.20266667,4.788667609,78.85,81.965,84.775,87.1125,100.4,30,172.86,7.617928038,162,167.25,171.45,177.775,191.3,30,296.0366667,10.22999253,280.6,288.525,294.4,306.2,311.6,30,286.0066667,13.41069911,268.2,276.9,284.5,292.05,322.1,30,582.05,21.52182132,551.6,563.825,580,599.3,622.9
1992,7,31,26.08,2.014189663,23.12,24.4,26.2,27.345,30.07,31,78.66677419,4.980495549,71.37,73.735,79.02,81.955,88.09,31,156.7774194,6.508441169,146.1,150.5,158.1,162.75,165.7,31,262.8064516,10.06462238,251.1,254.1,259.9,271.8,280,31,261.516129,11.93144576,243,250,265.3,271.55,280.2,31,524.3451613,16.50781307,497.5,510,525.7,534.85,555
1992,8,31,25.82032258,1.715217156,23.43,24.465,25.34,26.945,29.87,31,78.2,4.362878255,72.25,74.75,77.18,80.835,87.82,31,155.0096774,3.988847356,148,151.9,154.9,157.9,161.5,31,249.8193548,3.153772276,245.5,247.9,249.3,252.05,255.5,31,259.0290323,8.685973119,245.2,251.3,258.1,267.25,272.3,31,508.8483871,9.562212818,493.5,500.95,510.1,516.7,526.5
1992,9,30,25.685,1.870971995,23.52,24.13,25.455,26.3075,30.14,30,77.461,4.776689338,71.68,73.105,77.425,79.57,87.89,30,153.5366667,5.4508135,145.6,148.7,154.45,156.8,163.1,30,246.8866667,2.306771641,243.9,245.15,246.25,249.25,250.3,30,256.6833333,10.87829485,241.8,245.75,257.55,264.6,277.8,30,503.5766667,11.70233349,486.6,492.7,504.35,511.3,523.9
1992,10,31,26.16645161,1.853356502,23.72,24.86,25.55,27.34,30.56,31,79.15677419,5.024311155,73.36,74.47,78.48,82.285,92.37,31,159.8967742,5.895336229,152.4,155.05,158.5,165.65,169.2,31,259.8580645,8.330297081,244.1,253.8,264.3,266.1,267,31,265.216129,11.82331304,249.4,255.35,261.7,275.9,287.2,31,525.0774194,10.95334682,503.6,517.85,525.6,532.95,543.1
1992,11,30,28.49033333,2.006718858,25.89,27.0975,27.87,29.6425,33.49,30,86.348,5.662559675,79.47,81.8325,84.985,90.7125,100.3,30,173.56,9.358735547,155,168.1,171.25,177.925,190.6,30,288.5466667,17.58639234,263.4,278.6,287.35,292.125,321.6,30,288.4,15.36563564,264.8,276.875,286.75,294.475,321.7,30,576.95,29.83055307,528.2,558.225,567.1,601.275,635.1
1992,12,31,31.89580645,3.621633862,27.49,29.42,30.39,33.99,39.72,31,82.11677419,5.726518656,73.54,77.38,81.05,86.415,96.82,31,169.5580645,7.230572785,160,162.9,168.5,175.85,183.6,31,299.6129032,6.752122725,288.5,295,299.8,303.2,314.9,31,283.5677419,10.26776143,267.2,276.7,282,290.45,305.8,31,583.1741935,11.65569868,564.3,572.4,581.8,594.95,601
1993,1,31,30.58225806,3.742404494,25.76,27.325,29.07,33.285,37.23,31,84.80967742,5.79756011,77.71,80.235,82.28,87.86,99.2,31,173.9870968,8.018467931,160.8,167.4,172.3,178.3,192.2,31,302.6645161,9.10939253,283,296.25,301.2,310,317.7,31,289.383871,14.12423678,266.5,278.2,287.6,299.35,324.3,31,592.0548387,19.6176084,549.6,579.5,588.6,603.4,626.9
1993,2,28,32.84035714,3.13730302,28.46,30.3025,32.405,34.955,40.46,28,85.20142857,5.773294659,78.93,81.0375,82.99,88.4475,99.41,28,167.0357143,7.290999743,156.4,159.75,168.6,172.4,177.7,28,291.7071429,4.76607833,284,287.3,292.65,295.45,298.4,28,285.0678571,11.58357885,267.1,275.4,287.4,290.925,308.3,28,576.7928571,14.05720926,552.4,565.925,575.55,586.575,602.3
1993,3,31,31.56806452,5.305744321,25.91,27.495,29.99,36.45,45.47,31,89.58645161,9.117356542,74.62,83.205,88.89,93.74,118.7,31,176.6387097,11.87795374,162.7,165.1,175.1,186.7,205,31,308.983871,13.15284752,292.7,296.7,307,320.5,335.2,31,297.7935484,18.3030951,270.9,286.1,293.1,308.6,343.1,31,606.7870968,25.62638929,573.8,585.55,599.3,623.95,667.9
1993,4,30,27.81933333,1.265984511,25.79,26.9275,27.735,28.7375,30.6,30,85.006,2.531216962,80.92,82.8675,85.015,87.37,90.07,30,173.5166667,2.839874127,168.6,171.375,173.65,174.95,180,30,301.0933333,7.05221576,294,295.15,298.6,304.6,318.2,30,286.3366667,5.579301856,276.9,282.9,286.35,290.55,297.7,30,587.4266667,11.24314146,572.7,580.35,584.55,594.35,615.6
1993,5,31,27.40774194,1.632263683,25.25,26.05,27.13,27.975,31.91,31,83.60548387,4.056155683,77.53,80.31,82.96,86.4,94.96,31,169.9741935,4.914601899,160.4,166.25,170.2,173.6,179.4,31,291.2967742,4.479321665,279.8,290.05,292.8,294.85,295.7,31,281,9.93968477,263.2,272.6,281.5,288.05,301.4,31,572.3,13.66103949,543,563.2,574.7,583.1,591.8
1993,6,30,26.966,1.717463246,24.96,25.745,26.535,27.4625,31.69,30,81.90033333,4.176523454,76.1,78.47,81.19,84.77,90.37,30,164.3666667,4.405743378,157.4,160.6,164.6,168.125,171.4,30,275.1066667,2.057942282,269.5,274.125,275.2,276.8,278.8,30,273.2233333,9.25898197,258.6,264.775,273.85,281.4,289.5,30,548.33,9.91324958,531.3,539.1,549.9,557.225,563.7
1993,7,31,26.58709677,2.051521701,23.35,24.915,26.37,28.135,31.33,31,80.59967742,5.14846222,72.39,76.085,80.06,84.665,89.84,31,161.1032258,6.611983256,148.3,156.45,162.2,166.35,170.3,31,266.7258065,5.149496269,253.8,264.5,268.9,269.9,272.2,31,268.2774194,13.15537177,244,257.2,270.3,279.7,287.2,31,534.9903226,17.75260272,497.7,521.65,540.8,549.3,558
1993,8,31,22.80193548,1.41258727,20.92,21.53,22.64,23.83,26.37,31,69.20806452,3.424800159,63.33,66.32,69.7,71.775,74.95,31,138.6322581,5.345489507,128.7,134.25,140.1,142.8,147.3,31,234.7741935,10.5671178,217,225.8,235.6,243.55,252.4,31,230.6387097,9.750510326,212.9,222,234.5,238.3,244.2,31,465.416129,20.03866424,430,447.85,470.2,482.2,494.6
1993,9,30,26.22866667,1.664509316,23.53,24.935,26.03,27.3325,30.49,30,76.78666667,5.440694259,63.61,73.32,77.05,80.945,87.87,30,140.4066667,10.51379827,127.3,130.35,134.95,151.075,154.5,30,209.4833333,3.336019033,204.7,206.6,209.3,212.275,215.8,30,243.43,16.1844146,215,229.625,238,259.525,265.4,30,452.9166667,15.60702944,430.9,439.55,444.8,466.75,477.8
1993,10,31,25.13451613,1.373367731,23.26,24.1,24.99,25.665,28.54,31,75.66774194,2.851456598,72.01,73.47,75.63,76.855,83.42,31,148.083871,2.223075463,144.6,146.65,147.9,149.2,153.8,31,221.2806452,3.54489486,215.3,218.25,221,224.6,227,31,248.8967742,5.115367948,241.1,244.75,249.1,251.95,259.9,31,470.1677419,5.744004822,459.5,467.6,471.4,473.05,486.9
1993,11,30,26.53933333,1.945518162,23.97,25.0375,26.44,27.3525,32.36,30,78.44466667,5.086271403,73.56,75.1775,77.585,79.71,97.85,30,154.68,7.3815894,150.1,151.35,151.9,154.5,178.6,30,238.24,6.931517225,227.6,233.175,238.5,242.3,257,30,259.6666667,13.39110187,247.7,251.975,257,260.025,301.9,30,497.92,17.54812889,486.7,490.675,492.95,494.775,549.5
1993,12,31,30.40451613,2.490349157,27.25,28.42,29.77,31.44,36.51,31,81.54516129,6.979668985,71.46,77.475,81.77,84.13,103.7,31,171.6354839,9.048887533,157.1,167.05,171.3,174.45,195.3,31,295.3419355,14.27384027,260.8,291.4,299.4,303.4,313,31,283.5935484,14.79459215,265.1,273.95,282,287.4,332,31,578.9290323,21.19088159,546.5,560.3,581.4,592.8,620.7
1994,1,31,35.9716129,5.146986883,27.99,31.3,37.04,39.405,45.1,31,99.56806452,13.68263581,68.49,91.705,96.84,108.15,123.7,31,164.2483871,9.347401456,149.3,155.8,164.3,170.5,182.3,31,288.3612903,6.171638217,275.2,284.45,286.7,292.9,299,31,299.7903226,16.52336436,255.1,297.15,303.6,310.45,325.4,31,588.1483871,19.71209224,530.3,587.55,593.5,601.25,613.4
1994,2,28,33.57,5.492506006,27.03,30.0975,31.53,35.83,45.71,28,102.1417857,8.916874163,79.78,98.8875,104.55,108.325,113.9,28,173.4392857,8.481323241,160.7,167.425,170.8,181.8,190.3,28,295.625,11.35666308,285.5,287.65,288.85,303.3,318.6,28,309.1535714,10.22322998,287.4,302.65,307.85,316.125,328.5,28,604.7821429,12.90343203,586,593.075,604.85,616.3,629.8
1994,3,31,29.30451613,4.012690568,24.83,26.405,28.54,31.635,41.53,31,84.89290323,7.747890979,76.72,79.28,81.57,88.74,105.5,31,173.3677419,9.215327344,163.1,165.55,169.6,179.7,193.5,31,302.5516129,9.053539675,288,294,304.4,310.2,316.5,31,287.5677419,17.80292836,266,273.3,282.3,298.3,322.6,31,590.1258065,23.29849734,559.5,567.45,589.3,611.45,627.8
1994,4,30,26.71266667,1.596822131,24.61,25.2325,26.545,27.65,30.43,30,81.69266667,4.053100076,76.14,77.6575,81.66,84.8875,90.8,30,168.62,5.802163687,158.7,164.025,169.85,171.7,181.4,30,295.86,9.706151622,280.4,288.925,295.55,301.075,315.8,30,277.0166667,10.40464364,260.6,267.225,279.6,284.55,298.3,30,572.8833333,18.92770426,542.7,556.85,577.15,584.45,614.2
1994,5,31,25.91548387,1.671440175,23.79,24.745,25.39,26.87,31.05,31,79.27129032,4.669791389,73.08,75.9,77.48,83.085,89.41,31,162.3,7.17806845,151.1,156.4,161.5,168.8,174.1,31,279.1096774,7.470937239,264.3,273.55,280.8,285.2,288.5,31,267.4903226,13.21782521,248,257.25,263.9,279.45,291.6,31,546.583871,19.868402,512.2,530.75,546.1,563.65,576.1
1994,6,30,24.83066667,1.567338912,23.02,23.5325,24.57,25.585,29.38,30,74.186,3.336612571,70.51,71.435,73.235,75.6075,82.69,30,145.6833333,2.449501474,141.9,144.025,145.5,147.425,150.3,30,247.8633333,8.833107132,234.9,239.6,247.8,254.85,262.9,30,244.7,5.366113343,237,241.05,244.5,246.05,258.3,30,492.5666667,7.847131404,480.8,485.275,491.6,497.8,509.5
1994,7,31,25.92645161,2.396983588,22.72,23.96,25.67,27.56,30.92,31,77.67741935,6.364159001,69.58,72.125,75.83,82.56,91.53,31,149.0483871,8.584632431,138.3,142.4,146.9,156.25,166.6,31,227.3258065,4.572742995,221,223.25,226.8,231.65,235.1,31,252.6612903,16.15235127,231.7,239.55,248.7,265.25,284.3,31,479.9903226,17.06376971,454.7,468.5,480.5,489.45,513.8
1994,8,31,26.61516129,2.103881922,24.15,25.2,26.31,27.21,34.79,31,80.69903226,5.735245043,74.12,76.685,79.7,82.15,99.09,31,161.0806452,9.359359642,147.5,155.2,160,164.75,185.8,31,251.5677419,14.83159661,236.3,238.9,241.3,268.95,271.4,31,268.4032258,16.02372166,246.6,257.2,267,274.3,311.4,31,519.9709677,25.48441607,482.9,498.35,509.2,542.25,558.9
1994,9,30,23.46366667,0.974836797,21.99,22.815,23.195,24.1625,26.01,30,71.33933333,2.123537928,67.94,69.9625,70.815,72.2625,76.11,30,145.45,5.916065211,138.8,140.25,143.5,150.25,156.7,30,250.8633333,9.53304537,237.3,242.425,249.45,259.275,266.4,30,240.2533333,8.105031785,232.1,233.775,236.85,245.875,257.5,30,491.1133333,17.32953893,469.6,475.8,485.2,505.15,523.9
1994,10,31,24.65387097,1.995926982,21.72,22.735,25.16,25.95,29.7,31,73.51354839,4.945869353,67.06,68.25,75.81,77.18,82.42,31,142.183871,5.425439876,135.4,136.95,143,146.5,150,31,232.1354839,1.759080894,230.2,230.7,231.6,233.2,236.6,31,240.3677419,11.37202377,225,227.8,246.3,250.2,254.3,31,472.4967742,10.73270652,456.9,461.75,476.5,482.35,486.4
1994,11,30,26.036,1.316040561,24.07,24.9025,26.085,26.935,28.51,30,76.777,2.272757933,74.18,74.9925,76.045,78.885,81.42,30,151.0466667,1.296609194,149.3,149.85,151.2,151.9,154,30,241.0266667,3.59433782,234.3,238.5,241.25,243.8,246.9,30,253.87,3.944717113,248.1,250.4,253.3,256.875,261.6,30,494.8866667,5.694687987,488.2,491.05,492.55,499.675,508
1994,12,31,27.16483871,1.742036875,24.45,25.7,27.03,28.3,30.91,31,79.90225806,4.255517759,73.4,76.72,79.09,82.76,89.04,31,161.6741935,4.338046238,154,158.35,162.2,165.45,167.3,31,264.1677419,10.10060682,247.4,255.25,267.3,273.9,274.3,31,268.7387097,8.717823789,255.3,259.85,268.9,276.3,283.5,31,532.916129,12.4117175,506.7,526.3,535.4,542.6,546.4
1995,1,31,32.39870968,4.534525879,25.94,28.53,30.93,37.11,39.9,31,80.64032258,8.420106683,71.29,74.81,77.07,85.445,105.4,31,165.4225806,14.46328016,149.3,153.55,161.5,177.5,198.8,31,290.7451613,20.24325136,262.1,271.65,296,309.45,320.3,31,278.4516129,20.65268136,248.2,263,277.7,289.4,333.6,31,569.2,37.29703295,510.3,534.3,574.2,602.55,634.8
1995,2,28,35.87392857,6.804695187,26.03,27.44,39.36,41.09,45.44,28,94.71357143,10.63267473,78.81,87.2975,91.52,98.6025,118.1,28,159.6285714,6.126194949,149.8,154.7,159.65,165.25,168.1,28,283.3178571,5.180308411,276.8,279.15,282.05,287.325,294.3,28,290.2285714,7.585944954,280.5,284.2,289.4,293.8,304.8,28,573.5428571,6.705908316,560.8,568.45,574.35,579.05,584.4
1995,3,31,26.76580645,2.240484731,23.84,25.135,26.29,27.655,32.41,31,80.71645161,4.124796196,75.26,77.1,79.81,82.955,91.33,31,166.3354839,5.216227781,158.3,161.5,167,170.6,174.7,31,287.5741935,4.007573475,279.4,284.15,289,290.35,292.7,31,273.816129,10.97576411,257.4,265.45,272.3,281,294.6,31,561.3870968,13.80820389,536.8,551.7,563.6,571.85,584.7
1995,4,30,23.64233333,1.134018437,22.24,22.74,23.58,23.9225,27.14,30,72.87966667,1.631184218,70.7,71.6175,72.525,73.915,76.9,30,152.0133333,2.736059756,148.8,149.725,151.2,153.875,157.8,30,268.79,5.868228306,259.7,263.575,268.6,273.8,278.6,30,248.5366667,3.552316712,241.8,246.45,248.2,250.5,256.4,30,517.3333333,8.290265722,505.2,511.4,516.15,521.825,535
1995,5,31,27.32870968,1.687869944,23.68,26.105,27.21,28.15,31.46,31,82.55387097,3.689513678,72.94,80.165,82.7,84.25,89.57,31,162.8193548,4.886881716,149.3,160.6,162.6,166.65,171,31,267.2645161,4.949380324,259,262.1,268.8,271.6,272.7,31,272.6935484,8.582693264,245.9,267.3,272.3,279.05,289,31,539.9451613,11.10717002,505.1,532,542.7,548.65,553.9
1995,6,30,28.651,2.328729637,25.54,26.7825,28.19,30.115,34.19,30,86.999,6.207901722,78.88,81.81,85.335,90.4625,100.4,30,174.6266667,9.579825545,163.8,166.35,171.6,180.425,195.4,30,289.3833333,14.19067405,271.9,277.9,286.75,293.675,324.3,30,290.2666667,16.84051628,269,277.425,285.35,299.375,327.8,30,579.65,27.92806955,546.3,558,567.5,599.55,641.5
1995,7,31,26.61612903,1.62050543,24.51,25.275,26.45,27.685,30.61,31,81.2683871,4.377446057,74.81,77.525,80.77,84.565,90.59,31,165.3354839,8.953865027,153.5,158.1,163.1,171.95,187.6,31,286.1677419,18.88636875,264.6,268.95,282,299.8,324.8,31,273.2290323,13.82852592,253.5,262.1,271.8,281.9,307.7,31,559.4032258,31.08614358,521.6,537.4,543.7,584,632.5
1995,8,31,23.28032258,1.648511417,20.62,21.88,23.39,24.35,27.72,31,71.20258065,4.277303643,64.36,67.385,71.52,74.37,78.39,31,144.7612903,7.97799797,134.1,137.2,143.7,151.25,160.1,31,246.5290323,11.42112643,228,236.35,247,256.95,263.9,31,239.2516129,12.20548704,219.5,229.65,239.1,248.2,263.9,31,485.7677419,22.58153209,452.3,466.95,482.2,505.15,527.7
1995,9,30,24.37433333,2.253487234,21.13,22.445,24.38,25.6125,30.6,30,73.108,5.213261207,65.08,68.335,72.995,77.4325,82.95,30,138.2133333,5.451651653,130,133.55,137.15,143.05,146.4,30,215.8266667,4.924459244,211,212.125,213.05,218.875,226.8,30,235.6833333,11.85170098,217,224.75,234.95,247.425,251.7,30,451.5133333,10.94181266,429.9,443.175,455.4,460.25,464.8
1995,10,31,26.77322581,2.023892927,23.75,25.55,26.51,27.49,33.49,31,80.98,5.329195687,72.85,78.135,79.55,83.295,95.19,31,160.5064516,8.222973326,143.7,158.85,160.2,164.15,178.9,31,244.883871,17.04742594,213,238.05,251.2,257.35,263,31,268.2741935,13.77826713,240.7,263.1,267.3,275.1,305,31,513.1354839,23.3069739,453.7,515.6,520.2,525.75,533.7
1995,11,30,28.06033333,2.071821593,25.47,26.61,27.33,29.4625,32.82,30,81.20433333,4.579956846,75.61,77.0475,80.405,84.56,90.59,30,164.0433333,4.955921803,157.1,159.875,164.25,168.525,171.4,30,273.9333333,7.531924393,263.3,265.55,276.2,281.15,282.1,30,273.3133333,10.24734561,260,263.3,272.65,281.35,290.6,30,547.2333333,13.59219688,523.3,541.925,547.35,559.475,570.7
1995,12,31,34.67483871,5.531774803,26.31,29.415,36.34,39.435,42.02,31,83.56870968,6.272010173,73.13,79.48,84.99,87.51,98.74,31,161.7580645,5.515660988,152.7,156.75,161.6,166.2,171.7,31,282.4193548,2.500855768,278.2,280.45,281.5,284.95,286.1,31,280.0032258,8.023651865,269.3,272.75,280.1,286.1,296.5,31,562.4354839,6.599825674,552.7,556.65,561.8,567.05,575.9
1996,1,31,36.06451613,4.424479509,28.96,32.42,35.77,38.645,45.71,31,113.7909677,13.24367028,87.82,101.55,113.5,125.55,134.7,31,164.1870968,12.14099782,145.4,153.9,161.2,174.05,187.9,31,282.4419355,11.05443423,265.9,275.2,276.2,293.15,304.5,31,314.0322581,21.96455307,271.7,295.85,304.4,334.2,350.1,31,596.4870968,31.4928536,537.7,572.15,578,625.2,649.3
1996,2,29,35.64965517,6.404712262,25.43,28.95,37.25,40.23,45.7,29,129.4517241,7.817316889,113.8,121,133,136.1,137.4,29,171.3103448,6.616664288,159.3,166.6,170.7,177.8,183.9,29,289.9551724,6.321029878,282.7,285.5,288.1,293,303.8,29,336.4206897,9.279523514,320.6,328.1,339,343.7,350.9,29,626.3724138,7.161199847,613.8,621.3,625.7,631,640.8
1996,3,31,30.11225806,2.443424795,26.84,28.38,29.77,31.065,36.05,31,96.30032258,8.756319807,81.3,88.48,97.32,103.65,108.4,31,174.6774194,7.012023468,163.9,170.55,174,177.15,194.5,31,297.7064516,7.88627227,288.7,292.5,293.6,303.85,313,31,301.1,11.6049702,278.3,294.85,303,307.9,328.4,31,598.8064516,10.76816095,582.9,592.05,598.1,603.7,626.1
1996,4,30,26.554,1.370224245,24.9,25.67,26.075,27.265,30.08,30,79.52166667,3.401683238,76.67,77.1325,78.12,80.2925,89.13,30,164.5133333,5.993659485,158.4,160.275,161.5,167.925,177.4,30,289.63,8.893319849,276.8,281.525,288.35,298.15,302.4,30,270.6,9.721997808,261.2,264.05,266.7,273.25,295.5,30,560.24,17.60516382,538.8,547.375,555.1,571.125,597.3
1996,5,31,27.87032258,1.433053811,25.8,26.965,27.45,28.31,32.12,31,84.12612903,3.411428515,79.47,81.68,82.99,85.225,92.3,31,167.8645161,4.113032003,163.6,164.95,165.9,169.55,177.1,31,281.4322581,3.742938872,276.8,278.1,279.7,284.8,287.3,31,279.8677419,7.657866853,270.3,274.15,277.8,284.15,297.9,31,561.2967742,9.585665822,550.3,554.35,557.2,571.2,580
1996,6,30,27.62766667,1.9487904,25.06,26.43,27.005,28.4225,33.13,30,84.32033333,5.064194448,77.48,81.525,83.035,85.275,99.94,30,171.3933333,7.495604842,161,167.1,169.4,172.8,191.9,30,292.3933333,9.067293758,280.5,285.675,289.3,298.2,310.7,30,283.3366667,13.59821193,263.6,275.875,278.85,288.225,322.8,30,575.7266667,19.75237975,544.1,562.3,570.6,585.125,619.8
1996,7,31,26.18870968,1.166378275,24.7,25.27,25.82,26.94,28.94,31,79.28516129,2.644111534,75.27,77.125,78.67,81.355,84.41,31,157.7419355,2.435812553,152,156.85,158.7,159.55,160.5,31,264.7354839,6.695597976,254.2,260,264.2,268.7,278.6,31,263.216129,5.500430091,251.9,259.9,263,267.6,271.9,31,527.9451613,10.62618899,506.1,519.4,529.5,535.5,546.3
1996,8,31,26.50419355,1.757027365,24.42,25.28,25.96,26.945,31.3,31,80.05645161,4.737133133,74.59,76.485,79.13,82.145,95.5,31,158.6354839,8.674850561,148.1,150.95,159.4,161.85,177.9,31,257.0774194,6.962361174,245.8,250.4,260.4,262.8,265.3,31,265.1903226,14.08484658,247.9,252.25,264.7,271.55,303.2,31,522.2709677,18.20458172,494.4,503.95,526.6,534.8,552.4
