,Sfc_Runoff,C,Precip
1981-06-26,0.17480,22.54000000000002,5.38
1981-06-27,0.00000,17.950000000000045,0.0
1981-06-28,0.00000,18.460000000000036,0.0
1981-06-29,0.00000,20.05000000000001,0.0
1981-06-30,0.40760,20.390000000000043,12.26
1981-07-01,0.04920,18.33000000000004,6.01
1981-07-02,0.01990,16.99000000000001,4.6
1981-07-03,0.09340,18.480000000000018,6.97
1981-07-04,0.17360,19.910000000000025,7.95
1981-07-05,0.10270,22.680000000000007,6.72
1981-07-06,0.13090,22.74000000000001,9.78
1981-07-07,0.00030,23.629999999999995,0.18
1981-07-08,0.00000,25.390000000000043,0.0
1981-07-09,0.00000,25.460000000000036,0.0
1981-07-10,0.08110,25.460000000000036,3.23
1981-07-11,0.00000,24.74000000000001,0.0
1981-07-12,0.00020,26.510000000000048,0.62
1981-07-13,0.00000,25.129999999999995,0.71
1981-07-14,0.00020,25.310000000000002,0.9
1981-07-15,0.00000,22.860000000000014,0.07
1981-07-16,0.43050,21.33000000000004,10.71
1981-07-17,0.75430,23.170000000000016,8.18
1981-07-18,0.00000,23.680000000000007,0.28
1981-07-19,0.00150,25.58000000000004,1.39
1981-07-20,0.02220,25.379999999999995,1.41
1981-07-21,0.00000,25.700000000000045,0.74
1981-07-22,0.00000,22.189999999999998,0.03
1981-07-23,0.00000,22.49000000000001,0.13
1981-07-24,0.00570,21.379999999999995,2.77
1981-07-25,0.38840,20.970000000000027,7.25
1981-07-26,0.00000,24.77000000000004,0.3
1981-07-27,0.00010,26.390000000000043,0.69
1981-07-28,0.03680,26.840000000000032,4.58
1981-07-29,0.05960,24.610000000000014,2.46
1981-07-30,0.00000,19.55000000000001,0.04
1981-07-31,0.00000,19.640000000000043,0.14
1981-08-01,0.01700,20.910000000000025,1.23
1981-08-02,0.00000,21.110000000000014,0.13
1981-08-03,0.00020,22.5,1.08
1981-08-04,0.00000,24.03000000000003,0.21
1981-08-05,0.00000,26.02000000000004,0.0
1981-08-06,0.00410,25.310000000000002,2.12
1981-08-07,0.80480,24.32000000000005,9.96
1981-08-08,0.70750,24.150000000000034,14.1
1981-08-09,0.00000,23.879999999999995,0.4
1981-08-10,0.00000,23.680000000000007,0.01
1981-08-11,0.00000,24.890000000000043,0.7
1981-08-12,0.05460,23.25,4.05
1981-08-13,0.00000,21.470000000000027,0.04
1981-08-14,0.00000,22.75,0.13
1981-08-15,0.00000,23.99000000000001,0.23
1981-08-16,0.00260,24.890000000000043,0.99
1981-08-17,0.00000,21.640000000000043,0.17
1981-08-18,0.00000,19.510000000000048,0.06
1981-08-19,0.00000,17.03000000000003,0.91
1981-08-20,0.00000,18.140000000000043,0.41
1981-08-21,0.00000,18.060000000000002,0.17
1981-08-22,0.00000,18.730000000000018,0.0
1981-08-23,0.00000,18.720000000000027,0.0
1981-08-24,0.00000,21.25,0.0
1981-08-25,0.00000,21.260000000000048,0.0
1981-08-26,0.00000,20.710000000000036,0.0
1981-08-27,0.00000,21.810000000000002,0.0
1981-08-28,0.00000,22.950000000000045,0.0
1981-08-29,0.00000,21.590000000000032,0.13
1981-08-30,0.28320,21.650000000000034,7.5
1981-08-31,0.00000,22.30000000000001,0.27
1981-09-01,0.02600,22.010000000000048,2.76
1981-09-02,0.00650,21.980000000000018,3.22
1981-09-03,0.31150,21.620000000000005,9.06
1981-09-04,2.10130,19.110000000000014,35.28
1981-09-05,0.04280,19.140000000000043,2.73
1981-09-06,0.00710,19.920000000000016,1.5
1981-09-07,0.18240,19.810000000000002,7.11
1981-09-08,0.00000,20.80000000000001,0.75
1981-09-09,0.00000,16.960000000000036,0.29
1981-09-10,0.00000,16.710000000000036,0.0
1981-09-11,0.00000,19.060000000000002,0.0
1981-09-12,0.00000,20.52000000000004,0.0
1981-09-13,0.00000,20.80000000000001,0.0
1981-09-14,0.00000,21.950000000000045,0.01
1981-09-15,0.06930,21.07000000000005,6.67
1981-09-16,0.61570,19.129999999999995,16.13
1981-09-17,0.00120,17.100000000000023,0.82
1981-09-18,0.00000,14.110000000000014,0.0
1981-09-19,0.00000,11.310000000000002,0.0
1981-09-20,0.00000,13.5,0.0
1981-09-21,0.00000,16.629999999999995,0.0
1981-09-22,0.00000,17.620000000000005,0.0
1981-09-23,0.00000,14.980000000000018,0.0
1981-09-24,0.00000,10.110000000000014,0.0
1981-09-25,0.00000,12.400000000000034,0.0
1981-09-26,0.00000,17.720000000000027,0.0
1981-09-27,0.00000,18.77000000000004,0.0
1981-09-28,0.00000,18.79000000000002,0.0
1981-09-29,0.00000,12.29000000000002,0.0
1981-09-30,0.00000,16.910000000000025,0.0
1981-10-01,0.00000,20.010000000000048,0.46
1981-10-02,0.15500,13.430000000000007,6.72
1981-10-03,0.00000,6.720000000000027,0.0
1981-10-04,0.00000,9.730000000000018,0.0
1981-10-05,0.00000,14.670000000000016,0.0
1981-10-06,0.00000,18.930000000000007,0.36
1981-10-07,0.00000,14.090000000000032,0.0
1981-10-08,0.00000,8.490000000000009,0.0
1981-10-09,0.00000,9.439999999999998,0.01
1981-10-10,0.00020,9.32000000000005,0.49
1981-10-11,0.00000,10.550000000000011,0.0
1981-10-12,0.00000,10.5,0.0
1981-10-13,0.00000,10.689999999999998,0.0
1981-10-14,0.00000,8.620000000000005,0.0
1981-10-15,0.00000,12.150000000000034,0.0
1981-10-16,0.00000,14.680000000000007,0.0
1981-10-17,0.00000,11.240000000000009,0.0
1981-10-18,0.00040,14.140000000000043,1.22
1981-10-19,0.00000,7.770000000000039,0.09
1981-10-20,0.00000,5.0400000000000205,0.0
1981-10-21,0.00000,9.57000000000005,0.0
1981-10-22,0.00000,13.860000000000014,0.0
1981-10-23,0.10080,12.910000000000025,9.61
1981-10-24,0.00030,5.350000000000023,0.13
1981-10-25,0.04610,3.080000000000041,6.29
1981-10-26,0.77360,10.629999999999995,23.55
1981-10-27,4.74190,16.439999999999998,53.31
1981-10-28,0.00000,11.75,0.04
1981-10-29,0.00000,11.640000000000043,0.22
1981-10-30,0.00000,10.53000000000003,0.26
1981-10-31,0.00000,9.600000000000023,0.0
1981-11-01,0.00000,10.220000000000027,0.0
1981-11-02,0.00000,13.910000000000025,0.0
1981-11-03,0.00000,15.220000000000027,0.0
1981-11-04,0.00000,16.75,0.0
1981-11-05,0.00190,15.740000000000009,1.21
1981-11-06,0.00100,11.740000000000009,0.51
1981-11-07,0.00000,4.730000000000018,0.0
1981-11-08,0.00000,4.8799999999999955,0.0
1981-11-09,0.00000,8.650000000000034,0.0
1981-11-10,0.00000,9.400000000000034,0.0
1981-11-11,0.00000,7.340000000000032,0.0
1981-11-12,0.00000,4.960000000000036,0.0
1981-11-13,0.00000,1.5900000000000318,0.0
1981-11-14,0.00000,3.590000000000032,0.0
1981-11-15,0.00000,6.7900000000000205,0.0
1981-11-16,0.00000,7.220000000000027,0.09
1981-11-17,0.00050,9.730000000000018,0.28
1981-11-18,0.00000,8.150000000000034,0.0
1981-11-19,0.00000,9.090000000000032,0.03
1981-11-20,0.01050,10.980000000000018,1.34
1981-11-21,0.00000,0.09000000000003183,0.0
1981-11-22,0.00000,-2.9499999999999886,0.0
1981-11-23,0.00100,-2.2299999999999613,0.36
1981-11-24,0.36100,1.0600000000000023,13.25
1981-11-25,0.00100,0.8900000000000432,0.18
1981-11-26,0.00000,2.660000000000025,0.0
1981-11-27,0.00000,9.210000000000036,0.0
1981-11-28,0.00000,5.740000000000009,0.0
1981-11-29,0.00000,1.1000000000000227,0.0
1981-11-30,0.00140,0.37999999999999545,1.13
1981-12-01,0.02920,-0.12999999999999545,9.22
1981-12-02,0.16780,6.110000000000014,1.43
1981-12-03,0.00450,5.53000000000003,0.51
1981-12-04,0.00390,4.7900000000000205,1.79
1981-12-05,0.00030,1.410000000000025,0.29
1981-12-06,0.00000,-1.4699999999999704,0.0
1981-12-07,0.00000,2.1200000000000045,0.0
1981-12-08,0.00000,5.600000000000023,0.0
1981-12-09,0.00000,-1.2999999999999545,0.0
1981-12-10,0.00000,-5.409999999999968,0.0
1981-12-11,0.00000,-5.359999999999957,0.0
1981-12-12,0.00000,-2.2199999999999704,0.0
1981-12-13,0.00000,-1.839999999999975,0.3
1981-12-14,0.00000,-2.4399999999999977,18.01
1981-12-15,0.68990,1.650000000000034,17.32
1981-12-16,0.04200,-1.259999999999991,2.83
1981-12-17,0.02830,-1.0600000000000023,0.02
1981-12-18,0.01100,-1.42999999999995,0.0
1981-12-19,0.00000,-6.489999999999952,0.0
1981-12-20,0.00000,-8.45999999999998,0.21
1981-12-21,0.00000,-7.2999999999999545,1.01
1981-12-22,0.12420,0.10000000000002274,12.25
1981-12-23,0.18160,7.740000000000009,1.4
1981-12-24,0.02320,4.0,0.1
1981-12-25,0.05660,2.230000000000018,6.55
1981-12-26,0.00030,0.2400000000000091,0.0
1981-12-27,0.00000,0.8900000000000432,0.03
1981-12-28,0.00000,2.3600000000000136,0.0
1981-12-29,0.00000,2.480000000000018,0.0
1981-12-30,0.08400,-2.67999999999995,3.47
1981-12-31,0.00000,-3.269999999999982,9.01
1982-01-01,0.14480,1.8900000000000432,1.56
1982-01-02,0.06320,-0.2899999999999636,0.0
1982-01-03,0.11520,-1.419999999999959,34.14
1982-01-04,1.19070,5.8799999999999955,12.93
1982-01-05,0.15290,1.2000000000000455,0.0
1982-01-06,0.22710,3.340000000000032,0.59
1982-01-07,0.09080,7.890000000000043,0.39
1982-01-08,0.00050,-0.9799999999999613,0.06
1982-01-09,0.00000,-2.9399999999999977,0.0
1982-01-10,0.00000,-15.319999999999993,0.0
1982-01-11,0.00000,-18.21999999999997,0.0
1982-01-12,0.00000,-11.70999999999998,0.01
1982-01-13,0.00000,-7.1299999999999955,11.53
1982-01-14,0.00030,-3.8700000000000045,3.95
1982-01-15,0.00190,-7.569999999999993,0.28
1982-01-16,0.22550,-2.7899999999999636,0.0
1982-01-17,0.00000,-16.149999999999977,0.0
1982-01-18,0.01020,-9.339999999999975,0.01
1982-01-19,0.00060,-2.609999999999957,7.43
1982-01-20,0.96020,1.6200000000000045,0.99
1982-01-21,1.85450,0.9200000000000159,10.03
1982-01-22,0.00000,-3.1299999999999955,1.24
1982-01-23,0.88560,-0.5699999999999932,5.78
1982-01-24,0.00000,-2.25,0.09
1982-01-25,0.00000,-6.569999999999993,0.01
1982-01-26,0.00000,-5.560000000000002,0.09
1982-01-27,0.00000,-9.339999999999975,0.0
1982-01-28,0.18010,-3.4399999999999977,0.0
1982-01-29,0.04530,-0.07999999999998408,0.0
1982-01-30,0.11610,2.07000000000005,1.0
1982-01-31,0.01390,7.060000000000002,2.03
1982-02-01,0.17690,4.900000000000034,3.96
1982-02-02,0.51610,-0.3199999999999932,3.95
1982-02-03,5.35070,1.82000000000005,38.15
1982-02-04,0.00000,5.160000000000025,0.0
1982-02-05,0.00000,4.350000000000023,0.0
1982-02-06,0.00000,4.340000000000032,0.0
1982-02-07,0.00000,-3.599999999999966,0.0
1982-02-08,0.00000,0.040000000000020464,0.0
1982-02-09,0.37830,5.050000000000011,6.24
1982-02-10,0.00240,-0.7699999999999818,0.51
1982-02-11,0.01630,0.8900000000000432,0.42
1982-02-12,0.00000,0.8300000000000409,0.0
1982-02-13,0.06270,0.5,2.53
1982-02-14,0.02850,-0.5,0.58
1982-02-15,0.00160,5.430000000000007,0.19
1982-02-16,0.66120,10.830000000000041,11.77
1982-02-17,0.80900,9.590000000000032,16.22
1982-02-18,0.00120,0.5500000000000114,0.5
1982-02-19,0.04930,1.2700000000000387,3.69
1982-02-20,0.00130,3.5400000000000205,0.0
1982-02-21,0.00000,6.720000000000027,0.0
1982-02-22,0.00000,2.0400000000000205,0.0
1982-02-23,0.00000,3.830000000000041,0.0
1982-02-24,0.00000,11.010000000000048,0.0
1982-02-25,0.00000,2.980000000000018,0.0
1982-02-26,0.00070,-1.7199999999999704,0.35
1982-02-27,0.00000,-3.259999999999991,25.99
1982-02-28,0.06980,-1.3599999999999568,3.53
1982-03-01,0.42950,-0.3599999999999568,0.11
1982-03-02,0.55250,3.650000000000034,0.13
1982-03-03,0.02480,6.590000000000032,0.23
1982-03-04,0.00000,3.6299999999999955,0.55
1982-03-05,0.00140,10.470000000000027,0.68
1982-03-06,0.10530,4.090000000000032,5.28
1982-03-07,0.81160,0.57000000000005,18.95
1982-03-08,0.00370,-2.8799999999999955,0.15
1982-03-09,0.00000,2.0500000000000114,0.0
1982-03-10,0.00000,4.150000000000034,0.0
1982-03-11,0.00010,9.770000000000039,0.16
1982-03-12,0.00600,12.490000000000009,1.33
1982-03-13,0.00050,13.110000000000014,0.58
1982-03-14,0.00000,8.990000000000009,0.02
1982-03-15,0.56540,6.32000000000005,11.29
1982-03-16,0.02110,2.160000000000025,3.03
1982-03-17,0.00050,12.610000000000014,0.54
1982-03-18,0.00000,11.460000000000036,0.0
1982-03-19,0.08100,11.620000000000005,6.05
1982-03-20,0.32720,9.629999999999995,9.91
1982-03-21,0.00990,11.550000000000011,2.19
1982-03-22,0.00000,7.410000000000025,0.0
1982-03-23,0.00000,4.680000000000007,0.0
1982-03-24,0.00890,6.590000000000032,1.05
1982-03-25,0.02320,8.950000000000045,2.19
1982-03-26,0.09410,5.400000000000034,4.2
1982-03-27,0.00000,-1.1099999999999568,0.0
1982-03-28,0.00000,-2.1499999999999773,0.0
1982-03-29,0.00000,1.4600000000000364,0.0
1982-03-30,0.00000,6.850000000000023,0.0
1982-03-31,0.00220,12.060000000000002,1.69
1982-04-01,0.00010,11.970000000000027,0.09
1982-04-02,0.00370,11.170000000000016,0.77
1982-04-03,0.11380,13.260000000000048,7.01
1982-04-04,0.00000,6.150000000000034,0.0
1982-04-05,0.00000,3.2600000000000477,0.09
1982-04-06,0.05270,2.090000000000032,3.77
1982-04-07,0.00000,-3.609999999999957,0.0
1982-04-08,0.00210,-0.5999999999999659,1.35
1982-04-09,0.07850,1.6899999999999977,6.14
1982-04-10,0.00000,1.2600000000000477,0.0
1982-04-11,0.00000,4.610000000000014,0.0
1982-04-12,0.00000,8.340000000000032,0.0
1982-04-13,0.00000,12.79000000000002,0.0
1982-04-14,0.00000,14.129999999999995,0.02
1982-04-15,0.00140,13.060000000000002,0.55
1982-04-16,0.00000,14.879999999999995,0.0
1982-04-17,0.39180,18.03000000000003,8.09
1982-04-18,0.02310,12.0,1.87
1982-04-19,0.00000,11.54000000000002,0.0
1982-04-20,0.00000,12.600000000000023,0.13
1982-04-21,0.00000,12.470000000000027,0.0
1982-04-22,0.00000,6.360000000000014,0.0
1982-04-23,0.00000,5.670000000000016,0.0
1982-04-24,0.07760,8.57000000000005,2.65
1982-04-25,0.00080,10.129999999999995,0.85
1982-04-26,1.10320,13.550000000000011,26.12
1982-04-27,0.63720,16.0,13.83
1982-04-28,0.00790,11.950000000000045,1.3
1982-04-29,0.00000,9.410000000000025,0.0
1982-04-30,0.00000,10.189999999999998,0.0
1982-05-01,0.00000,12.740000000000009,0.0
1982-05-02,0.00140,13.53000000000003,1.23
1982-05-03,0.00000,15.020000000000039,0.25
1982-05-04,0.00000,13.840000000000032,0.0
1982-05-05,0.00000,15.400000000000034,0.0
1982-05-06,0.00000,17.29000000000002,0.0
1982-05-07,0.00000,20.25,0.0
1982-05-08,0.00060,15.640000000000043,1.97
1982-05-09,0.00000,13.54000000000002,0.0
1982-05-10,0.00000,13.730000000000018,0.0
1982-05-11,0.00000,15.170000000000016,0.0
1982-05-12,0.00000,18.560000000000002,0.0
1982-05-13,0.00000,20.480000000000018,0.0
1982-05-14,0.00000,21.400000000000034,0.0
1982-05-15,0.00000,20.090000000000032,0.0
1982-05-16,0.00030,20.28000000000003,0.58
1982-05-17,0.00660,21.30000000000001,1.69
1982-05-18,0.44630,21.129999999999995,7.84
1982-05-19,0.01910,19.439999999999998,3.46
1982-05-20,0.00580,19.75,1.81
1982-05-21,1.51250,19.49000000000001,15.35
1982-05-22,0.00890,20.370000000000005,2.92
1982-05-23,0.09760,20.930000000000007,5.17
1982-05-24,0.54530,19.82000000000005,11.15
1982-05-25,0.01740,19.970000000000027,1.53
1982-05-26,0.62680,20.010000000000048,10.35
1982-05-27,0.82590,19.090000000000032,11.11
1982-05-28,0.00490,20.24000000000001,2.83
1982-05-29,0.10840,22.370000000000005,4.7
1982-05-30,0.26780,23.420000000000016,10.35
1982-05-31,0.05300,23.55000000000001,2.18
1982-06-01,0.05380,22.189999999999998,4.24
1982-06-02,0.00000,18.129999999999995,0.0
1982-06-03,0.19320,19.99000000000001,4.24
1982-06-04,0.59110,20.04000000000002,11.16
1982-06-05,0.71890,18.950000000000045,15.73
1982-06-06,0.00000,15.850000000000023,0.0
1982-06-07,0.00000,17.140000000000043,0.28
1982-06-08,0.00010,19.360000000000014,1.14
1982-06-09,0.15470,21.57000000000005,4.76
1982-06-10,0.88820,20.30000000000001,18.88
1982-06-11,0.55720,18.30000000000001,7.83
1982-06-12,0.70890,17.07000000000005,12.06
1982-06-13,1.60410,18.05000000000001,27.76
1982-06-14,0.00000,18.939999999999998,0.46
1982-06-15,0.00000,20.55000000000001,1.77
1982-06-16,0.00010,22.420000000000016,1.6
1982-06-17,0.00820,21.660000000000025,2.43
1982-06-18,0.00210,20.57000000000005,0.96
1982-06-19,0.00000,20.83000000000004,0.12
1982-06-20,0.00000,19.620000000000005,0.16
1982-06-21,0.00000,19.54000000000002,0.31
1982-06-22,0.00560,20.950000000000045,3.37
1982-06-23,0.00000,19.79000000000002,0.3
1982-06-24,0.00000,19.83000000000004,0.0
1982-06-25,0.00000,20.680000000000007,0.0
1982-06-26,0.00870,21.870000000000005,2.3
1982-06-27,0.00010,22.54000000000002,0.49
1982-06-28,0.00580,22.52000000000004,1.31
1982-06-29,0.00230,22.170000000000016,2.38
1982-06-30,0.00160,20.720000000000027,2.49
1982-07-01,0.00070,18.960000000000036,0.64
1982-07-02,0.00000,19.28000000000003,0.0
1982-07-03,0.03490,22.24000000000001,6.39
1982-07-04,0.04180,21.75,3.87
1982-07-05,0.01220,20.220000000000027,1.1
1982-07-06,0.00000,19.77000000000004,0.0
1982-07-07,0.07220,22.08000000000004,3.15
1982-07-08,0.03440,23.590000000000032,2.64
1982-07-09,0.01190,24.100000000000023,1.52
1982-07-10,0.00280,24.08000000000004,1.05
1982-07-11,0.15740,23.230000000000018,8.01
1982-07-12,0.12890,23.03000000000003,3.89
1982-07-13,1.31600,22.160000000000025,15.3
1982-07-14,0.00270,22.980000000000018,1.06
1982-07-15,0.00000,23.83000000000004,0.0
1982-07-16,0.00000,23.950000000000045,0.0
1982-07-17,0.00010,24.5,0.38
1982-07-18,0.30240,24.420000000000016,7.41
1982-07-19,0.00000,24.30000000000001,0.06
1982-07-20,0.00000,24.560000000000002,0.0
1982-07-21,0.00000,23.58000000000004,0.0
1982-07-22,0.01080,24.260000000000048,2.17
1982-07-23,0.60470,23.29000000000002,11.1
1982-07-24,0.01380,22.850000000000023,1.45
1982-07-25,0.00000,22.930000000000007,0.0
1982-07-26,0.00000,24.730000000000018,0.0
1982-07-27,0.00000,25.74000000000001,0.0
1982-07-28,0.00000,25.590000000000032,0.56
1982-07-29,0.00000,22.58000000000004,0.69
1982-07-30,0.01640,22.600000000000023,2.36
1982-07-31,0.30480,21.07000000000005,13.04
1982-08-01,0.10730,21.960000000000036,3.79
