,Year,Month,count,mean,std,min,25%,50%,75%,max,monthly_mean,YYYY/MO
149,1993,6,30.0,0.3313433333333334,0.9774169080773072,0.0,0.0,0.0,0.0455249999999999,3.931,9.9403,1993/6
150,1993,7,31.0,0.2120064516129032,0.5443737398365722,0.0,0.0,0.0002,0.0495,2.4653,6.5722,1993/7
151,1993,8,31.0,0.0131709677419354,0.0629306400918152,0.0,0.0,0.0,0.00045,0.3511,0.40829999999999744,1993/8
152,1993,9,30.0,0.1194766666666666,0.2253181714871191,0.0,0.0,0.0025,0.15905,0.9306,3.584299999999998,1993/9
153,1993,10,31.0,0.0660709677419354,0.2466096080766095,0.0,0.0,0.0,0.0028499999999999,1.1382,2.0481999999999974,1993/10
154,1993,11,30.0,0.1863899999999999,0.6825117466969418,0.0,0.0,0.0,0.00035,3.489,5.591699999999997,1993/11
155,1993,12,31.0,0.3068645161290321,1.2920956676522026,0.0,0.0,0.0,0.0062,7.0892,9.512799999999995,1993/12
156,1994,1,31.0,0.2849903225806452,0.8853775689331036,0.0,0.0,0.0001,0.0858,4.4936,8.834700000000002,1994/1
157,1994,2,28.0,0.2640607142857142,0.6325779467937853,0.0,0.0,0.00095,0.046,2.2716,7.393699999999997,1994/2
158,1994,3,31.0,0.2718967741935484,0.7542865041365786,0.0,0.0,0.0034,0.0745,3.4866,8.4288,1994/3
159,1994,4,30.0,0.14744,0.4705554806967963,0.0,0.0,0.00015,0.06115,2.4848,4.4232,1994/4
160,1994,5,31.0,0.0379806451612903,0.1521227167330263,0.0,0.0,0.0,0.001,0.8021,1.1773999999999993,1994/5
161,1994,6,30.0,0.0691133333333333,0.1816090908656762,0.0,0.0,0.0,0.018275,0.7078,2.073399999999999,1994/6
162,1994,7,31.0,0.1725290322580645,0.432899237077597,0.0,0.0,0.0002,0.08025,1.7566,5.3484,1994/7
163,1994,8,31.0,0.2070709677419354,0.7601312010407804,0.0,0.0,0.0001,0.01245,4.1394,6.419199999999997,1994/8
164,1994,9,30.0,0.0112466666666666,0.0348737400794127,0.0,0.0,0.0,0.0,0.1615,0.337399999999998,1994/9
165,1994,10,31.0,0.0404354838709677,0.1109088771571422,0.0,0.0,0.0,0.01005,0.5392,1.2534999999999987,1994/10
166,1994,11,30.0,0.0517433333333333,0.1346534317355518,0.0,0.0,0.0,0.0001,0.52,1.5522999999999991,1994/11
167,1994,12,31.0,0.0660451612903225,0.1670904223042315,0.0,0.0,0.0,0.01475,0.64,2.0473999999999974,1994/12
168,1995,1,31.0,0.4701129032258065,1.9907543136111223,0.0,0.0,0.0023,0.01715,10.9669,14.573500000000001,1995/1
169,1995,2,28.0,0.2247607142857142,0.9177472977206436,0.0,0.0,5e-05,0.001825,4.8222,6.293299999999998,1995/2
170,1995,3,31.0,0.0746290322580645,0.204266016415765,0.0,0.0,0.0,0.0017499999999999,0.8807,2.3134999999999994,1995/3
171,1995,4,30.0,0.0193566666666666,0.0838476478946861,0.0,0.0,0.0002,0.00085,0.4589,0.580699999999998,1995/4
172,1995,5,31.0,0.2286870967741935,0.522952049900011,0.0,0.0,0.0,0.11245,2.1693,7.089299999999998,1995/5
173,1995,6,30.0,1.1309566666666668,3.3982061512919084,0.0,0.0,0.006,0.33305,17.7875,33.928700000000006,1995/6
174,1995,7,31.0,0.1582419354838709,0.5409987041107052,0.0,0.0,0.0001,0.0298499999999999,2.83,4.905499999999997,1995/7
175,1995,8,31.0,0.0408935483870967,0.2239784319013535,0.0,0.0,0.0,5e-05,1.2476,1.2676999999999976,1995/8
176,1995,9,30.0,0.0609766666666666,0.2239607734793556,0.0,0.0,0.0,0.002675,1.2062,1.8292999999999981,1995/9
177,1995,10,31.0,0.1871516129032258,0.6487664067911079,0.0,0.0,0.0,0.00305,3.468,5.801699999999999,1995/10
178,1995,11,30.0,0.1913266666666666,0.6306999592315768,0.0,0.0,0.0001,0.015275,3.1263,5.739799999999998,1995/11
179,1995,12,31.0,0.0388516129032258,0.1203249845791741,0.0,0.0,0.0,0.00625,0.6516,1.2044,1995/12
180,1996,1,31.0,0.5263774193548386,1.7686836541544442,0.0,0.0,0.001,0.08505,8.634,16.3177,1996/1
181,1996,2,29.0,0.2432137931034483,0.7541884298105472,0.0,0.0,0.001,0.0367,3.2406,7.0532,1996/2
182,1996,3,31.0,0.1867967741935484,0.588332951359954,0.0,0.0,0.0,0.00345,2.5796,5.7907,1996/3
183,1996,4,30.0,0.0644066666666666,0.1888360846093106,0.0,0.0,0.0001,0.0367249999999999,1.0057,1.932199999999998,1996/4
184,1996,5,31.0,0.1261290322580645,0.3012112262112734,0.0,0.0,0.0005,0.0867,1.4155,3.9099999999999993,1996/5
185,1996,6,30.0,0.3992333333333333,1.0621472997832182,0.0,0.0,0.0,0.0798,4.2159,11.976999999999999,1996/6
